,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08326507,0.08329585,0.08330853,0.08342521,0.083355404,0.08361309,0.083431944,0.08323043,0.08317647,0.08323999,0.083324485,0.08333344
AMI,2.3884818e-06,2.3901478e-06,2.382426e-06,2.3860518e-06,2.383749e-06,2.3745977e-06,0.24975598,0.24984533,0.25007802,0.25030154,2.3854827e-06,2.3868554e-06
IMI,6.2646524e-07,6.271219e-07,0.33280325,0.33387977,0.3333111,6.2812995e-07,6.28331e-07,6.27805e-07,6.2720113e-07,6.26317e-07,6.258684e-07,6.260478e-07
Lateral-involved,0.229735,0.22957158,0.012718854,0.012692683,0.01270753,6.455818e-22,0.01273132,0.0127311265,0.012728536,0.0040279464,0.23030826,0.23004718
