,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08329836,0.08331141,0.083276525,0.083331846,0.083302945,0.08336423,0.0834211,0.083328284,0.08333085,0.08335218,0.08335231,0.08332987
AMI,0.0073094084,0.0073182494,0.007303856,0.007318436,0.007310797,0.0073202187,0.23564935,0.23562223,0.23532078,0.23490696,0.007310649,0.0073087974
IMI,0.0060289563,0.006030494,0.31496096,0.31551978,0.31523404,0.006039123,0.0060390076,0.00603365,0.0060291006,0.0060277293,0.006028547,0.0060286345
Lateral-involved MI,0.14674714,0.14668337,0.06162083,0.061612613,0.061613284,1.00393976e-07,0.06155757,0.06150934,0.061491493,0.04356816,0.14679159,0.14680442
