,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08338553,0.083327785,0.08340555,0.083341666,0.08337322,0.08338005,0.083280355,0.08324404,0.08323897,0.08329,0.08335164,0.08338387
AMI,0.007329373,0.007336884,0.0073264516,0.007335349,0.0073332726,0.0072966153,0.23516713,0.23549142,0.23550251,0.23522659,0.007327594,0.007329654
IMI,0.006035876,0.0060389754,0.31504607,0.3153931,0.31522244,0.0060394923,0.0060421214,0.006038683,0.0060382914,0.0060357084,0.006033723,0.006034076
LMI,0.23528735,0.23518698,0.007337395,0.007336054,0.0073364624,0.0073519666,0.00735763,0.007359155,0.007350895,0.007343608,0.23545049,0.23530857
