split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_Normal,sensitivity_Normal,specificity_Normal,auc_Normal,f1_Anterior,sensitivity_Anterior,specificity_Anterior,auc_Anterior,f1_Inferior,sensitivity_Inferior,specificity_Inferior,auc_Inferior,f1_Lateral,sensitivity_Lateral,specificity_Lateral,auc_Lateral,macro_auc,loss
val,0.9897510980966325,0.9923607039380243,0.9827870696738621,0.9897510980966325,0.9897651932642542,0.9892597968069666,0.9878260869565217,0.9957207809574753,0.9997041757270602,0.9928774928774928,0.9921708185053381,0.9977827050997783,0.9999480965369343,0.989010989010989,0.9894459102902374,0.9918495297805643,0.9996752163615961,0.96,1.0,0.9990747594374537,1.0,0.9998318721563977,0.04453666665281768
test,0.7584169300535936,0.798639670557277,0.7899952267326131,0.7584169300535936,0.7569328275689795,0.836981715168684,0.7997047244094488,0.9569113441372736,0.9758045720333577,0.6500473335437046,0.5936599423631124,0.9271021291952364,0.8371020043950467,0.7560464140919894,0.8074051955807704,0.719959266802444,0.8210997035927069,0.9169054441260746,0.9937888198757764,0.9960652051714446,0.9999642132679746,0.9084926233222715,0.9314835632373166
