epoch,train_loss,val_loss,train_macro_f1,val_macro_f1,train_accuracy,val_accuracy,learning_rate,epoch_time,train_f1_Normal,val_f1_Normal,train_f1_Anterior,val_f1_Anterior,train_f1_Inferior,val_f1_Inferior,train_f1_Lateral,val_f1_Lateral
1,1.3232601589626736,0.9424766197968166,0.3470687741822879,0.447960008805528,0.35305555555555557,0.7635976906715284,0.0001,2.6467177867889404,0.427930174563591,0.89219589886522,0.27862380146644106,0.1879432624113475,0.23654568210262827,0.11945392491467577,0.4451754385964912,0.5922469490308686
2,1.1570153925153943,0.7903417860327865,0.4624037413903621,0.47786181501377945,0.48277777777777775,0.7668641750227895,0.0001,2.513871431350708,0.5986143187066975,0.8937579617834395,0.3511356660527931,0.16692913385826771,0.29058663028649384,0.2339622641509434,0.6092783505154639,0.6167979002624672
3,1.101133311589559,0.7751268845892576,0.4987163483393052,0.49699157177078107,0.5102777777777778,0.7507596475235491,0.0001,2.6478400230407715,0.621057738961669,0.8864332036316472,0.3973187081048141,0.2884473877851361,0.35701050030883263,0.18924731182795698,0.6194784459819053,0.6238383838383839
4,1.0404671536551582,0.6514789241220914,0.5502884425110806,0.531353898239988,0.5544444444444444,0.7863111516256457,0.0001,2.676927089691162,0.6471204188481675,0.9066666666666666,0.464327485380117,0.351875808538163,0.43498273878020716,0.22956326987681971,0.6547231270358306,0.6373098478783027
5,1.0022377708223131,0.813187732518317,0.5752457482325786,0.5171189066158416,0.5783333333333334,0.683606806441811,0.0001,2.499525308609009,0.6446457112413426,0.8171264367816092,0.52,0.3013565891472868,0.4827981651376147,0.28818132757690235,0.6535391165513571,0.661811272957568
6,0.9323491711086697,0.7431455272666156,0.6168348023288969,0.508044726022809,0.6188888888888889,0.7009267699787298,0.0001,2.494208574295044,0.6917293233082706,0.8511299905602754,0.5784933870040253,0.29469174006189003,0.5214408233276158,0.23597273203985317,0.6756756756756757,0.6503844414292176
7,0.9009021833207872,0.7102030910499477,0.6278398275621778,0.5425115027017655,0.63,0.7166514737161956,0.0001,2.4725606441497803,0.7100591715976331,0.8512705948059202,0.5950138504155125,0.3382397116251126,0.5257611241217799,0.3062992125984252,0.6805251641137856,0.6742364917776038
8,0.8499956056806777,0.7564876255239987,0.6551823518283003,0.5408008294587301,0.6566666666666666,0.6970525676086295,0.0001,2.5093865394592285,0.7210440456769984,0.830994788385545,0.6344444444444445,0.3255395683453237,0.5547866205305652,0.32759226713532513,0.7104542966611932,0.6790766939687267
9,0.8374930095672607,0.6515592553085993,0.6679351222110854,0.5828799966670695,0.6688888888888889,0.745062291096931,0.0001,2.5743653774261475,0.7214710654407788,0.8654867256637168,0.6608600979858464,0.4032317297098788,0.5750431282346176,0.3723905723905724,0.7143661971830986,0.6904109589041096
10,0.80327337635888,0.5567408137247578,0.6774081341350537,0.6161794679132353,0.6775,0.789349741719842,0.0001,2.500011682510376,0.7339246119733924,0.8956642460486971,0.66,0.46438746438746437,0.5983286908077995,0.411147303655447,0.7173792337590228,0.6935188575613328
11,0.7751374287075466,0.6404103838140499,0.693083690254565,0.5652715039378196,0.6938888888888889,0.7408842297174111,0.0001,2.5463969707489014,0.7416346681294569,0.8710243474446151,0.6809917355371901,0.35470826112073944,0.63316002310803,0.35972461273666095,0.7165483342435828,0.6756287944492628
12,0.7562420643700494,0.583120737384424,0.7064784600010315,0.6134640430997799,0.7063888888888888,0.7749164387724096,0.0001,2.5954036712646484,0.743847874720358,0.883195831524099,0.6872294372294372,0.4651394422310757,0.6572875633089477,0.40329218106995884,0.7375489647453833,0.7022287175739861
13,0.7464627761311001,0.5263144180916682,0.7048540290180783,0.6343954449884961,0.705,0.799984807049529,0.0001,2.5321848392486572,0.7472527472527473,0.9008150735683286,0.6958424507658644,0.5235332043842682,0.6535654126895003,0.41945876288659795,0.722755505364201,0.6937747391147895
14,0.7217111701435514,0.5123406461182788,0.716377498615904,0.6420411409096205,0.7166666666666667,0.8041628684290489,0.0001,2.643528699874878,0.7601108033240997,0.9056961026665965,0.7050592034445641,0.5370658372213583,0.6636155606407322,0.4439546599496222,0.7367244270542203,0.681447963800905
15,0.7081903910636902,0.5757383860305826,0.7218602737057704,0.6240982921747483,0.7219444444444445,0.77461257976299,0.0001,2.689950942993164,0.7512520868113522,0.8827466129822079,0.7178082191780822,0.4897245299519021,0.6722783389450057,0.42464512231954094,0.7461024498886414,0.6992769034453424
16,0.6731091319190131,0.6564970600572411,0.7395052175045645,0.5923411858349201,0.7394444444444445,0.7289577635976907,0.0001,2.6265900135040283,0.7701657458563536,0.8438952499716585,0.7278617710583153,0.4313880126182965,0.6895388076490439,0.393964794635373,0.7704545454545455,0.7001166861143524
17,0.6664885377883911,0.49739985863911057,0.7439702014705238,0.6443814388418183,0.7438888888888889,0.8107718018839258,0.0001,2.4892358779907227,0.7662921348314606,0.9088339962319447,0.7395604395604396,0.5231820400195217,0.7096057745696835,0.44269340974212035,0.7604224569205114,0.7028163093736864
18,0.6592141919665866,0.5367597075299774,0.7444502088280573,0.6340361747921551,0.7441666666666666,0.79504709814646,0.0001,2.292661190032959,0.7710570944036179,0.8983375959079284,0.7442110931610124,0.489987217724755,0.6990612921038101,0.45661157024793386,0.763471355643789,0.6912083152880034
19,0.6276643239127265,0.5644708047410124,0.7586272128277929,0.6379210882760817,0.7586111111111111,0.7718778486782133,0.0001,2.373006582260132,0.7754874651810585,0.8772428884026259,0.7574606619641888,0.5380116959064327,0.7274762171236709,0.42592592592592593,0.7740845070422535,0.7105038428693424
20,0.6457036113739014,0.770845652206152,0.7458369152565966,0.5748388739672204,0.7458333333333333,0.6656031601336979,0.0001,2.3621878623962402,0.7584300718629077,0.7836348388642627,0.7471201316511246,0.5045723507261969,0.6998323085522639,0.3280943025540275,0.77796514896009,0.6830540037243947
21,0.6366922328207227,0.5508931534191063,0.7494097237207422,0.6258502453625971,0.7491666666666666,0.7838043147979338,0.0001,2.5288772583007812,0.763943661971831,0.890612376797544,0.7546346782988005,0.48071457572066584,0.7105263157894737,0.44235924932975873,0.7685342388228636,0.68971477960242
22,0.6199843564298417,0.5786940411788213,0.7639804320491554,0.6260022854728582,0.7638888888888888,0.7642813734427226,0.0001,2.5656344890594482,0.7823660714285714,0.8706906046921468,0.7652455477603886,0.505671077504726,0.7304057809894385,0.4185789328172519,0.7779043280182233,0.7090685268773081
23,0.6030240167511834,0.6141595165079685,0.7715799349759928,0.6109356523195915,0.7713888888888889,0.7484807049529019,5e-05,2.5383806228637695,0.7759866592551418,0.8567277603933839,0.7733478973238668,0.4886922320550639,0.7381215469613259,0.4153596538669551,0.7988636363636363,0.682962962962963
24,0.5649326589372423,0.5535378183901256,0.787273834198934,0.6384432575883947,0.7872222222222223,0.7768155575812823,5e-05,2.5428314208984375,0.7838293093767547,0.8794241151769646,0.7904710341093666,0.5367965367965368,0.7630700778642937,0.43025486434639626,0.8117249154453213,0.7072975140336808
25,0.5638637958632575,0.5937674497985724,0.7869950065102578,0.6346626861755595,0.7869444444444444,0.7579762989972653,5e-05,2.4959847927093506,0.7899159663865546,0.8633492186634157,0.8023822414726584,0.5736070381231672,0.75,0.40335719575413476,0.8056818181818182,0.6983372921615202
26,0.5509429584609138,0.5333282854628758,0.7938465805801009,0.6526482582444638,0.7938888888888889,0.7904892130051656,5e-05,2.528541326522827,0.795747062115277,0.8902577403144756,0.8078175895765473,0.5506493506493506,0.7664071190211346,0.4496513249651325,0.805414551607445,0.7200346170488966
27,0.5436325253380669,0.5475254287947205,0.7957516450990783,0.6469158080872965,0.7955555555555556,0.7895016712245518,5e-05,2.532346248626709,0.8015783540022547,0.8888287800919664,0.8021621621621622,0.5339233038348082,0.7626373626373626,0.4533492822966507,0.816628701594533,0.7115618661257607
28,0.5419053406185574,0.655480955770696,0.7994482536227298,0.6055217557276777,0.7991666666666667,0.7408842297174111,5e-05,2.5030741691589355,0.8049189491335942,0.8498564431683837,0.805449591280654,0.5044160942100098,0.766794101583834,0.3842528416967009,0.8206303724928367,0.6835616438356165
29,0.534737184047699,0.6011295046207934,0.7947226650376233,0.6285324489483468,0.7947222222222222,0.7587359465208143,5e-05,2.4541351795196533,0.8015739179314222,0.8642345493919706,0.7976125881714595,0.5399278722308088,0.7671691792294807,0.40634920634920635,0.812534974818131,0.7036181678214011
30,0.5301561861568027,0.5278532044915072,0.8021289662185722,0.6533197460133482,0.8019444444444445,0.7932239440899422,5e-05,2.5515758991241455,0.7955182072829131,0.8913934426229508,0.8047464940668824,0.5652173913043478,0.7796797349530646,0.441588785046729,0.8285714285714286,0.7150793650793651
31,0.5190043210983276,0.6100034264763305,0.8058903674040643,0.6271884425796029,0.8058333333333333,0.7555454269219082,5e-05,2.3492071628570557,0.811561978877154,0.8607355477660936,0.8098901098901099,0.5569767441860465,0.7811634349030471,0.3898349489127587,0.8209459459459459,0.7012065294535131
32,0.5227297923300002,0.539329132766428,0.8034383156006315,0.6529758811815932,0.8033333333333333,0.7891978122151322,5e-05,2.4188928604125977,0.7948139797068771,0.8868680307459131,0.8059048660470203,0.5499741066804764,0.7868493150684932,0.44756446991404014,0.8261851015801355,0.7274969173859432
33,0.5070565127001868,0.5423337058595741,0.809102115181582,0.6524143020396062,0.8088888888888889,0.7907171072622303,5e-05,2.4181625843048096,0.8051367950865438,0.8888048002594735,0.822571893651655,0.5766381766381766,0.7812329514457174,0.4347573379831444,0.827466820542412,0.7094568932776301
34,0.5185904603534275,0.6252555291872189,0.8073220483099643,0.6329004051791587,0.8072222222222222,0.7438468550592525,5e-05,2.307286500930786,0.7964305633017289,0.8495235947454474,0.8231441048034934,0.561344537815126,0.7770419426048565,0.3943334881560613,0.8326715825297788,0.7264
35,0.4906000481711494,0.5373409774230267,0.8126206852956837,0.6523514087880464,0.8125,0.7910969310240049,5e-05,2.309631109237671,0.8049745618993782,0.8892251161785367,0.827922077922078,0.5510616784630941,0.7764964305326744,0.4473761360304896,0.8410896708286039,0.7217427044800657
36,0.5082636478212145,0.5837586448751152,0.8118298483572364,0.6389502164856292,0.8116666666666666,0.7682315405651777,2.5e-05,2.3025176525115967,0.8096574957888827,0.8697669280901359,0.8191200434546442,0.563011456628478,0.7821782178217822,0.41178074720479957,0.8363636363636363,0.7112417340191036
