split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.9904476000111642,0.9897959183673469,0.9897582675488283,0.9906716417910448,0.9998869924487994,0.9897959183673469,0.03952207525773924
test,0.8531156076684763,0.8599605522682445,0.8588325512736361,0.847031601581762,0.9621323581638432,0.8599605522682445,0.6827327463283577
