model_name,status,reason,test_accuracy,test_balanced_accuracy,test_macro_f1,test_micro_f1,test_weighted_f1,test_f1_NORM,test_sensitivity_NORM,test_specificity_NORM,test_auc_NORM,test_f1_AMI,test_sensitivity_AMI,test_specificity_AMI,test_auc_AMI,test_f1_IMI,test_sensitivity_IMI,test_specificity_IMI,test_auc_IMI,test_f1_LMI,test_sensitivity_LMI,test_specificity_LMI,test_auc_LMI,test_macro_auc,output_dir,checkpoint_path
cnn1d,OK,loaded local pretrained checkpoint,0.8159956025834822,0.6403355289386734,0.6235386443955403,0.8159956025834822,0.8071469458470746,0.8141862489120975,0.9207677165354331,0.8678741658722593,0.9249519602471045,0.8473816858022962,0.8720461095100864,0.941717791411043,0.9247399216046809,0.8202409638554217,0.7623171095849507,0.9177698574338086,0.91212016354093,0.012345679012345678,0.006211180124223602,1.0,0.9908080469521923,0.9381550230862269,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/cnn1d,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/cnn1d/checkpoints/best_macro_f1.pt
lstm,OK,loaded local pretrained checkpoint,0.7552562869314278,0.6093506285004494,0.596999315078565,0.7552562869314278,0.7598261642990114,0.6993342210386152,0.6461614173228346,0.9218303145853194,0.8552458096574915,0.7647357723577236,0.8674351585014409,0.874413569108625,0.9381168379375937,0.8257964257964258,0.7933711555688265,0.8907841140529531,0.931109972031655,0.09813084112149532,0.13043478260869565,0.9654300168634065,0.9115264699618392,0.9089997723971448,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/lstm,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/lstm/checkpoints/best_macro_f1.pt
gru,OK,loaded local pretrained checkpoint,0.8143465713893088,0.6137698319695746,0.6102380673998344,0.8143465713893088,0.807247084849251,0.773637515842839,0.7509842519685039,0.9262154432793136,0.9259239677082787,0.7940096072336819,0.8097982708933718,0.9280043305665825,0.9222129777637261,0.8733051465228168,0.8942968050164228,0.8688900203665988,0.9526158445327327,0.0,0.0,0.992973580663294,0.730106068382335,0.8827147145967682,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/gru,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/gru/checkpoints/best_macro_f1.pt
cnn_lstm,OK,loaded local pretrained checkpoint,0.805276899821355,0.8399594424431722,0.7590810942300217,0.805276899821355,0.809219386063796,0.8513041140091422,0.7790354330708661,0.9801715919923737,0.9022607301291818,0.7327176042541281,0.7544668587896254,0.9045470949115842,0.905932377017213,0.8324196177211439,0.838757838160645,0.8495417515274949,0.9082144622919935,0.6198830409356725,0.9875776397515528,0.9728780213603148,0.9990756548971961,0.928870806083896,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/cnn_lstm,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/cnn_lstm/checkpoints/best_macro_f1.pt
hubert_ecg,OK,loaded HuBERT ECG from /home/nugee/code-program/code-thesis/hibah/myocardial-infarction-classification/model_pretrain_comparison/hubert_ecg,0.6079428335852687,0.4772928861183593,0.48471502231866714,0.6079428335852687,0.6067037631122029,0.7370390165686799,0.6786417322834646,0.9368922783603432,0.8705011991172696,0.5443004496165036,0.5930835734870317,0.8164922410682064,0.8075539994820792,0.5856643356643356,0.6001791579575992,0.6168533604887984,0.6308238879101218,0.0718562874251497,0.037267080745341616,1.0,0.5648324657232935,0.7184278880581911,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/hubert_ecg,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/hubert_ecg/checkpoints/best_macro_f1.pt
ecg_fm,OK,loaded ECG-FM from /home/nugee/code-program/code-thesis/hibah/myocardial-infarction-classification/model_pretrain_comparison/ecg_fm/mimic_iv_ecg_physionet_pretrained.pt,0.7459117768311118,0.6093069074321494,0.5961404839336759,0.7459117768311118,0.7373282188031268,0.7920870425321463,0.985236220472441,0.8053384175405148,0.9058296990759854,0.7063013698630137,0.7429394812680116,0.8870443883074702,0.8621426424568166,0.7490306661966867,0.6345177664974619,0.9490835030549898,0.7992653976412692,0.13714285714285715,0.07453416149068323,0.9997189432265318,0.6666941613510277,0.8084829751312748,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/ecg_fm,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_100818/ecg_fm/checkpoints/best_macro_f1.pt
