,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322
AMI,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322
IMI,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322
LMI,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322,0.08333322
