split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.5162602268903752,0.8087141802722425,0.6718250434739003,0.9119210755001821,0.7755965206288404
test,0.5460477235851473,0.830127281002289,0.7008746427757128,0.9259237038804277,0.8023082200072637
