split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.9844822655145304,0.9836734693877551,0.9835959014330764,0.9846895464467621,0.9997003899327511,0.9836734693877551,0.058512290266855636
test,0.6071921606551999,0.6942800788954635,0.6634797583992852,0.6136704560945466,0.8948111353527165,0.6942800788954635,1.9042361751345722
