split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.9922406141606095,0.9918367346938776,0.9918329695816583,0.9929791830322074,0.9980030932371093,0.9918367346938776,0.06192691485796656
test,0.8360467047283097,0.8441814595660749,0.8439765958382348,0.8490114314415506,0.9807504234571648,0.8441814595660749,0.39972002771949394
