split,label,internal_label,f1_score
val,NORM,Normal,0.9838709677419355
val,AMI,Anterior,0.9938650306748467
val,IMI,Inferior,0.987012987012987
val,Lateral-involved MI,Lateral,0.9731800766283525
test,NORM,Normal,0.9292929292929293
test,AMI,Anterior,0.7375
test,IMI,Inferior,0.6974595842956121
test,Lateral-involved MI,Lateral,0.06451612903225806
