split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_LMI,sensitivity_LMI,specificity_LMI,auc_LMI,macro_auc,loss
val,0.8983321363019711,0.5770581294642563,0.5872075750445008,0.8983321363019711,0.8950962625608891,0.9410793219021713,0.9511045655375552,0.6952259164535379,0.9338083059310681,0.6859250153657037,0.665871121718377,0.980244590780809,0.959222691421157,0.7218259629101283,0.6912568306010929,0.9703623384837806,0.946946282479147,0.0,0.0,1.0,0.492231921198046,0.8330523002573547,0.29885244143093853
test,0.8983495419878132,0.5598580945913396,0.5804096419570481,0.8983495419878132,0.8937566737946617,0.9432677946181534,0.9588331922942904,0.6824381926683717,0.9398241285359434,0.671571906354515,0.6019184652278178,0.9862415091074287,0.9417348308866428,0.7067988668555241,0.6786807208432506,0.967445054945055,0.9537073744571195,0.0,0.0,1.0,0.759470304897621,0.8986841596943318,0.2952170306228537
