,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
Normal,0.08332907,0.083327435,0.083320946,0.08328675,0.08329504,0.083320536,0.083438486,0.08342151,0.08338994,0.083323285,0.08326754,0.08327971
Anterior,2.3863927e-06,2.3849027e-06,2.3840516e-06,2.3812179e-06,2.3821192e-06,2.3793336e-06,0.24985246,0.24999103,0.2500148,0.25012213,2.385942e-06,2.3873863e-06
Inferior,6.2843276e-07,6.2765037e-07,0.3337024,0.3329784,0.33331597,6.2581387e-07,6.2493126e-07,6.260764e-07,6.266891e-07,6.2720335e-07,6.281484e-07,6.28469e-07
Lateral,0.25000042,0.24994291,2.3814505e-06,2.3814353e-06,2.381106e-06,2.382173e-06,2.3822727e-06,2.382906e-06,2.383563e-06,2.3832722e-06,0.25005272,0.24998792
