split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_Normal,sensitivity_Normal,specificity_Normal,auc_Normal,f1_Anterior,sensitivity_Anterior,specificity_Anterior,auc_Anterior,f1_Inferior,sensitivity_Inferior,specificity_Inferior,auc_Inferior,f1_Lateral,sensitivity_Lateral,specificity_Lateral,auc_Lateral,macro_auc,loss
val,0.9653061224489796,0.9668990277366055,0.967549738479744,0.9653061224489796,0.9652456655355981,0.9641434262948207,0.9758064516129032,0.9836065573770492,0.9971135201833246,0.9876543209876543,0.9876543209876543,0.9975550122249389,0.99987925986296,0.9615384615384616,0.9868421052631579,0.9704142011834319,0.9982871379632513,0.9568627450980393,0.9172932330827067,1.0,0.9991996798719488,0.9986198994703712,0.11154222269447482
test,0.7810650887573964,0.7285698957048319,0.7406044356796303,0.7810650887573964,0.7638314073643085,0.898360655737705,0.9716312056737588,0.9262295081967213,0.9856605821028562,0.8685714285714285,0.7835051546391752,0.9951219512195122,0.9891626854412874,0.7548076923076923,0.8532608695652174,0.7678018575851393,0.9329485798896218,0.4406779661016949,0.3058823529411765,0.9834123222748815,0.9739057708391414,0.9704194045682266,0.5422382054949654
