split,label,internal_label,f1_score
val,NORM,Normal,0.7777777777777778
val,AMI,Anterior,0.6818181818181818
val,IMI,Inferior,0.6337209302325582
val,Lateral-involved MI,Lateral,0.3473684210526316
test,NORM,Normal,0.768361581920904
test,AMI,Anterior,0.6928104575163399
test,IMI,Inferior,0.7018469656992085
test,Lateral-involved MI,Lateral,0.0
