,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08333849,0.08329131,0.083396755,0.08339684,0.08340848,0.08335814,0.083265536,0.0832711,0.08327602,0.08329655,0.08333337,0.08336556
AMI,0.0073409486,0.0073376517,0.0073336354,0.0073304763,0.0073310286,0.0073196073,0.23517509,0.23544076,0.23538682,0.23533304,0.007334254,0.0073377998
IMI,0.0060351063,0.006034836,0.31510344,0.3153296,0.31523547,0.0060436805,0.006040057,0.0060387426,0.006037487,0.006036036,0.0060332087,0.006033243
LMI,0.23528795,0.23543729,0.0073350724,0.0073396135,0.007336827,0.0073465374,0.007364281,0.007362056,0.007358266,0.0073491703,0.23531912,0.23516434
