,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08332816,0.08328805,0.083394326,0.08340115,0.08341106,0.08335864,0.083276995,0.08327178,0.08327779,0.083298534,0.08333496,0.08336128
AMI,0.0073451186,0.0073407483,0.0073351157,0.007331075,0.0073314775,0.007319877,0.23512566,0.23544143,0.23538412,0.23536566,0.0073368023,0.00734208
IMI,0.006036583,0.006035945,0.31512728,0.3153145,0.3152237,0.006042331,0.006038632,0.0060374388,0.0060362318,0.006035753,0.0060343356,0.006034983
LMI,0.23527244,0.23543836,0.0073356642,0.0073400037,0.0073377043,0.007347467,0.007366525,0.007364003,0.0073604994,0.007350544,0.23533687,0.2351505
