split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,1.0,1.0,1.0,1.0,0.00950338049243494
test,0.8236127928162891,0.8416833667334669,0.8372553370817108,0.8416833667334669,0.41441368614743374
