split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9969168414408414,0.9957906295754027,0.9957902731032087,0.9957906295754027,0.02101774806748142
test,0.7476191211978249,0.7247492098392194,0.7224041518388719,0.7247492098392194,1.8062162203068182
