split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_LMI,sensitivity_LMI,specificity_LMI,auc_LMI,macro_auc,loss
val,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0006482234416271623
test,0.7552562869314278,0.6093506285004494,0.596999315078565,0.7552562869314278,0.7598261642990114,0.6993342210386152,0.6461614173228346,0.9218303145853194,0.8552458096574915,0.7647357723577236,0.8674351585014409,0.874413569108625,0.9381168379375937,0.8257964257964258,0.7933711555688265,0.8907841140529531,0.931109972031655,0.09813084112149532,0.13043478260869565,0.9654300168634065,0.9115264699618392,0.9089997723971448,1.5967980335699674
