,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08327695,0.08330634,0.08327988,0.083327055,0.083303176,0.083334155,0.08336001,0.08340138,0.083405405,0.08338148,0.08333858,0.08328561
AMI,0.007310889,0.007305807,0.007321459,0.0073006703,0.0073124683,0.0073358286,0.23518029,0.23529913,0.23541744,0.23556642,0.0073327306,0.0073167775
IMI,0.006043741,0.0060413727,0.31530994,0.31514776,0.31519285,0.006028184,0.0060324017,0.006030199,0.006033777,0.006042491,0.0060487124,0.0060486062
Lateral-involved MI,0.14681005,0.14693405,0.06151016,0.061694365,0.061590742,1.0007872e-07,0.061621998,0.061550107,0.061498463,0.043507475,0.14653732,0.14674518
