split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,1.0,1.0,1.0,1.0,0.008071500334857573
test,0.881727167589339,0.8717434869739479,0.8707674883645512,0.8717434869739479,0.6352688431105705
