split,label,internal_label,f1_score
val,NORM,Normal,0.9991301826616411
val,AMI,Anterior,0.9996440014239943
val,IMI,Inferior,0.9991208791208791
val,LMI,Lateral,1.0
test,NORM,Normal,0.8713922881551605
test,AMI,Anterior,0.5274447949526814
test,IMI,Inferior,0.7539092151206923
test,LMI,Lateral,0.6909871244635193
