split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9992023886367771,0.9989019033674963,0.9989020431662422,0.9989019033674963,0.011973755989445424
test,0.8166619260116257,0.765974989693555,0.7611637211891518,0.765974989693555,2.3144229494516235
