split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.6745053494239641,0.8202704737719081,0.7824678260631002,0.9405673733220373,0.7963384989364934
test,0.6593666957463576,0.8044499207527253,0.7656150985639919,0.9388065779960338,0.779162550345771
