strategy,fold,train_f1_NORM,train_f1_AMI,train_f1_IMI,train_f1_LMI,val_f1_NORM,val_f1_AMI,val_f1_IMI,val_f1_LMI,test_f1_NORM,test_f1_AMI,test_f1_IMI,test_f1_LMI,test_sensitivity_NORM,test_sensitivity_AMI,test_sensitivity_IMI,test_sensitivity_LMI,test_specificity_NORM,test_specificity_AMI,test_specificity_IMI,test_specificity_LMI,test_auc_NORM,test_auc_AMI,test_auc_IMI,test_auc_LMI
partial_finetune,1,0.9930348258706468,0.9969135802469136,0.9925558312655088,1.0,0.9800796812749004,1.0,0.9834983498349836,1.0,0.901818181818182,0.7613636363636364,0.7819548872180451,0.8783783783783784,0.9185185185185184,0.6907216494845361,0.8478260869565217,0.7831325301204819,0.956043956043956,0.9701492537313432,0.8126984126984127,1.0,0.9911680911680912,0.976278401805406,0.9428053830227744,0.9999420759962928
partial_finetune,2,0.996007984031936,0.9984496124031008,0.9958847736625516,1.0,0.983739837398374,0.9813664596273292,0.9773462783171522,1.0,0.946236559139785,0.8488372093023255,0.8894601542416453,0.9493670886075948,0.9777777777777776,0.7525773195876289,0.9402173913043478,0.9036144578313252,0.967032967032967,0.9950248756218906,0.8984126984126984,1.0,0.996947496947497,0.9819459404010872,0.977311939268461,0.9999710379981464
partial_finetune,3,0.993006993006993,0.9984544049459042,0.9942291838417148,0.9959839357429718,1.0,1.0,1.0,1.0,0.9390681003584228,0.8191489361702128,0.8641304347826086,0.98159509202454,0.9703703703703704,0.7938144329896907,0.8641304347826086,0.963855421686747,0.9642857142857144,0.965174129353234,0.9206349206349206,1.0,0.9953601953601954,0.9864338103297944,0.9604554865424432,1.0
partial_finetune,4,1.0,0.9984496124031008,0.9991769547325104,1.0,1.0,1.0,1.0,1.0,0.9148936170212766,0.7955801104972375,0.8378378378378378,0.993939393939394,0.9555555555555556,0.7422680412371134,0.842391304347826,0.9879518072289156,0.9505494505494504,0.9701492537313432,0.9015873015873016,1.0,0.9871794871794872,0.9483766733343592,0.951535541752933,1.0
partial_finetune,5,0.992992992992993,0.9984544049459042,0.993431855500821,1.0,0.9763779527559056,0.9937888198757764,0.9765886287625418,1.0,0.8943661971830986,0.7821229050279329,0.8172043010752689,0.98159509202454,0.9407407407407408,0.7216494845360825,0.8260869565217391,0.963855421686747,0.9395604395604396,0.9701492537313432,0.8857142857142857,1.0,0.9845746845746846,0.9730984253987792,0.9495859213250516,1.0
full_finetune,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8775510204081632,0.7457627118644068,0.8740359897172236,0.7971014492753623,0.9555555555555556,0.6804123711340206,0.9239130434782608,0.6626506024096386,0.9175824175824177,0.965174129353234,0.8888888888888888,1.0,0.992002442002442,0.97853515925527,0.9804347826086957,1.0
full_finetune,2,0.9990029910269193,1.0,1.0,0.9959839357429718,0.9959839357429718,1.0,0.99672131147541,1.0,0.9745454545454544,0.8040201005025126,0.8938547486033519,1.0,0.9925925925925926,0.8247422680412371,0.8695652173913043,1.0,0.9835164835164836,0.945273631840796,0.9555555555555556,1.0,0.9996743996743996,0.9781504846899524,0.972256728778468,1.0
full_finetune,3,0.9990029910269193,0.9984544049459042,0.9983498349834984,1.0,0.9919354838709676,1.0,0.9934640522875816,1.0,0.9442379182156134,0.776595744680851,0.8677248677248677,0.9570552147239264,0.9407407407407408,0.7525773195876289,0.8913043478260869,0.9397590361445785,0.9807692307692308,0.9552238805970148,0.9047619047619048,0.9951923076923076,0.9942816442816442,0.9704826383546188,0.9640441683919944,0.9996234939759036
full_finetune,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87248322147651,0.7333333333333333,0.8655913978494624,0.8783783783783784,0.9629629629629628,0.6804123711340206,0.875,0.7831325301204819,0.9093406593406592,0.9577114427860696,0.9142857142857144,1.0,0.9862840862840864,0.9689695850643688,0.9677536231884056,0.9995366079703428
full_finetune,5,1.0,1.0,1.0,1.0,0.99601593625498,1.0,0.9966996699669968,1.0,0.9694656488549618,0.7845303867403315,0.8814432989690721,0.994011976047904,0.9407407407407408,0.7319587628865979,0.9293478260869564,1.0,1.0,0.9676616915422884,0.8952380952380953,0.997596153846154,0.9964387464387464,0.9847925321844386,0.986111111111111,1.0
