strategy,fold,train_f1_NORM,train_f1_AMI,train_f1_IMI,train_f1_LMI,val_f1_NORM,val_f1_AMI,val_f1_IMI,val_f1_LMI,test_f1_NORM,test_f1_AMI,test_f1_IMI,test_f1_LMI,test_sensitivity_NORM,test_sensitivity_AMI,test_sensitivity_IMI,test_sensitivity_LMI,test_specificity_NORM,test_specificity_AMI,test_specificity_IMI,test_specificity_LMI,test_auc_NORM,test_auc_AMI,test_auc_IMI,test_auc_LMI
no_pretrain,1,0.99800796812749,1.0,0.9983498349834984,1.0,0.992,1.0,0.9966996699669968,0.984126984126984,0.9575289575289576,0.7238095238095238,0.8232044198895028,0.994011976047904,0.9185185185185184,0.7835051546391752,0.8097826086956522,1.0,1.0,0.9079601990049752,0.907936507936508,0.997596153846154,0.9991859991859992,0.94665846027594,0.9568150448585232,1.0
no_pretrain,2,0.9960238568588468,1.0,0.996694214876033,1.0,1.0,0.9937888198757764,0.99672131147541,1.0,0.7479224376731302,0.7784431137724551,0.8530259365994236,0.6504065040650406,1.0,0.6701030927835051,0.8043478260869565,0.4819277108433735,0.75,0.9875621890547264,0.9523809523809524,1.0,0.9945461945461946,0.9581217623224084,0.961024844720497,0.9999420759962928
no_pretrain,3,0.99800796812749,1.0,0.9991742361684558,0.9959839357429718,1.0,1.0,1.0,1.0,0.9304029304029304,0.776595744680851,0.8355795148247979,1.0,0.9407407407407408,0.7525773195876289,0.842391304347826,1.0,0.9697802197802198,0.9552238805970148,0.8984126984126984,1.0,0.9965201465201464,0.9073447197004668,0.9553053830227743,1.0
no_pretrain,4,1.0,1.0,0.9991755976916736,0.9959839357429718,0.99601593625498,1.0,0.9966996699669968,1.0,0.9814126394052044,0.7582938388625592,0.847457627118644,0.9878048780487804,0.9777777777777776,0.8247422680412371,0.8152173913043478,0.9759036144578314,0.9945054945054944,0.9154228855721394,0.9365079365079364,1.0,0.9995522995522996,0.941632045955788,0.9266908212560389,1.0
no_pretrain,5,0.997002997002997,1.0,0.9975308641975308,1.0,0.979757085020243,1.0,0.98371335504886,1.0,0.9477611940298508,0.8402366863905325,0.8962025316455696,1.0,0.9407407407407408,0.7319587628865979,0.9619565217391304,1.0,0.9835164835164836,0.9975124378109452,0.8920634920634921,1.0,0.9978021978021978,0.9561470995537776,0.9825741890959282,1.0
frozen_backbone,1,0.9286412512218964,0.9491525423728814,0.9216512215669757,0.9721115537848606,0.9635627530364372,0.9685534591194968,0.9548387096774194,1.0,0.7416413373860182,0.7821229050279329,0.8346055979643766,0.2886597938144329,0.9037037037037036,0.7216494845360825,0.8913043478260869,0.1686746987951807,0.8021978021978022,0.9701492537313432,0.8571428571428571,1.0,0.9505291005291006,0.9732266502538852,0.9230676328502416,0.9997103799814644
frozen_backbone,2,0.9191321499013808,0.937888198757764,0.9237147595356552,0.951219512195122,0.9090909090909092,0.95,0.9137380191693292,0.984126984126984,0.8052805280528053,0.7340425531914894,0.8201058201058201,0.7131782945736435,0.9037037037037036,0.711340206185567,0.842391304347826,0.5542168674698795,0.8736263736263736,0.945273631840796,0.8761904761904762,1.0,0.9603988603988604,0.9711750525721906,0.9224120082815734,1.0
frozen_backbone,3,0.9317507418397626,0.9546165884194052,0.9243557772236076,0.9649805447470816,0.9344262295081968,0.9506172839506172,0.935897435897436,0.9666666666666668,0.7579617834394905,0.7796610169491526,0.8287841191066998,0.4038461538461538,0.8814814814814815,0.711340206185567,0.907608695652174,0.253012048192771,0.8351648351648352,0.972636815920398,0.834920634920635,1.0,0.951098901098901,0.9737908396163512,0.92700138026225,1.0
frozen_backbone,4,0.9333333333333332,0.946875,0.9289340101522844,0.9644268774703556,0.9306122448979592,0.8987341772151899,0.910828025477707,0.9836065573770492,0.8026315789473685,0.7526881720430108,0.7780548628428927,0.4485981308411215,0.9037037037037036,0.7216494845360825,0.8478260869565217,0.2891566265060241,0.8708791208791209,0.9527363184079602,0.8063492063492064,1.0,0.9626984126984128,0.9717905318766992,0.9110593512767424,0.9998551899907322
frozen_backbone,5,0.9390962671905696,0.9654088050314464,0.9420529801324504,0.992,0.9477911646586346,0.922077922077922,0.932475884244373,1.0,0.7792207792207793,0.7821229050279329,0.8190954773869347,0.5309734513274337,0.8888888888888888,0.7216494845360825,0.8858695652173914,0.3614457831325301,0.8543956043956044,0.9701492537313432,0.8380952380952381,1.0,0.9602564102564102,0.975150023080474,0.921031746031746,1.0
