strategy,fold,status,error,train_main_macro_f1,val_main_macro_f1,test_main_macro_f1,test_main_micro_f1,test_main_weighted_f1,test_accuracy,test_balanced_accuracy,test_macro_auc,test_loss,checkpoint_path,output_dir,trainable_params,total_params,trainable_ratio,train_f1_NORM,val_f1_NORM,test_f1_NORM,test_sensitivity_NORM,test_specificity_NORM,test_auc_NORM,train_f1_AMI,val_f1_AMI,test_f1_AMI,test_sensitivity_AMI,test_specificity_AMI,test_auc_AMI,train_f1_IMI,val_f1_IMI,test_f1_IMI,test_sensitivity_IMI,test_specificity_IMI,test_auc_IMI,train_f1_LMI,val_f1_LMI,test_f1_LMI,test_sensitivity_LMI,test_specificity_LMI,test_auc_LMI
no_pretrain,1,OK,,0.9990894507777471,0.9932066635234952,0.8746387193189721,0.8657314629258517,0.868634349393943,0.8657314629258517,0.8779515704633365,0.9756648760801155,0.4877696496832048,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_1,512933,512933,1.0,0.99800796812749,0.992,0.9575289575289575,0.9185185185185185,1.0,0.9991859991859992,1.0,1.0,0.7238095238095238,0.7835051546391752,0.9079601990049752,0.9466584602759399,0.9983498349834984,0.9966996699669967,0.8232044198895028,0.8097826086956522,0.9079365079365079,0.9568150448585231,1.0,0.9841269841269841,0.9940119760479041,1.0,0.9975961538461539,1.0
no_pretrain,2,OK,,0.99817951793372,0.9976275328377966,0.7574494980275124,0.7775551102204409,0.7763908282434729,0.7775551102204409,0.7390946574284587,0.9784087193963482,0.7606734720642916,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_2,512933,512933,1.0,0.9960238568588469,1.0,0.7479224376731302,1.0,0.75,0.9945461945461946,1.0,0.9937888198757764,0.7784431137724551,0.6701030927835051,0.9875621890547264,0.9581217623224085,0.996694214876033,0.9967213114754099,0.8530259365994236,0.8043478260869565,0.9523809523809523,0.961024844720497,1.0,1.0,0.6504065040650406,0.4819277108433735,1.0,0.9999420759962929
no_pretrain,3,OK,,0.9982915350097294,1.0,0.8856445474771448,0.8777555110220441,0.8771158588501021,0.8777555110220441,0.8839273411690489,0.9647925623108469,0.5315578689533688,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_3,512933,512933,1.0,0.99800796812749,1.0,0.9304029304029304,0.9407407407407408,0.9697802197802198,0.9965201465201465,1.0,1.0,0.776595744680851,0.7525773195876289,0.9552238805970149,0.9073447197004667,0.9991742361684558,1.0,0.8355795148247979,0.842391304347826,0.8984126984126984,0.9553053830227743,0.9959839357429718,1.0,1.0,1.0,1.0,1.0
no_pretrain,4,OK,,0.9987898833586614,0.9981789015554942,0.893742245858797,0.8877755511022044,0.8897098536217438,0.8877755511022044,0.8984102628952985,0.9669687916910317,0.6724211475578602,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_4,512933,512933,1.0,1.0,0.9960159362549801,0.9814126394052045,0.9777777777777777,0.9945054945054945,0.9995522995522995,1.0,1.0,0.7582938388625592,0.8247422680412371,0.9154228855721394,0.9416320459557881,0.9991755976916735,0.9966996699669967,0.847457627118644,0.8152173913043478,0.9365079365079365,0.9266908212560387,0.9959839357429718,1.0,0.9878048780487805,0.9759036144578314,1.0,1.0
no_pretrain,5,OK,,0.998633465300132,0.9908676100172757,0.9210501030164882,0.9178356713426854,0.9165370452839605,0.9178356713426854,0.9086640063416173,0.9841308716129759,0.3374405902397925,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_5,512933,512933,1.0,0.997002997002997,0.979757085020243,0.9477611940298507,0.9407407407407408,0.9835164835164835,0.9978021978021978,1.0,1.0,0.8402366863905325,0.7319587628865979,0.9975124378109452,0.9561470995537775,0.9975308641975309,0.9837133550488599,0.8962025316455696,0.9619565217391305,0.8920634920634921,0.9825741890959282,1.0,1.0,1.0,1.0,1.0,1.0
frozen_backbone,1,OK,,0.9428891422366534,0.9717387304583384,0.6617574085481901,0.7414829659318637,0.7084442790518339,0.7414829659318637,0.6713330587152634,0.961633440903673,0.5993491585603458,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_1,33924,512933,0.06613729278482765,0.9286412512218963,0.9635627530364372,0.7416413373860182,0.9037037037037037,0.8021978021978022,0.9505291005291006,0.9491525423728814,0.9685534591194969,0.7821229050279329,0.7216494845360825,0.9701492537313433,0.9732266502538853,0.9216512215669755,0.9548387096774194,0.8346055979643766,0.8913043478260869,0.8571428571428571,0.9230676328502415,0.9721115537848606,1.0,0.28865979381443296,0.1686746987951807,1.0,0.9997103799814644
frozen_backbone,2,OK,,0.9329886550974804,0.9392389780968056,0.7681517989809395,0.7855711422845691,0.7815796959835402,0.7855711422845691,0.752913020426744,0.963496480313156,0.5196845365430645,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_2,33924,512933,0.06613729278482765,0.9191321499013807,0.9090909090909091,0.8052805280528053,0.9037037037037037,0.8736263736263736,0.9603988603988604,0.937888198757764,0.95,0.7340425531914894,0.711340206185567,0.945273631840796,0.9711750525721906,0.9237147595356551,0.9137380191693291,0.8201058201058201,0.842391304347826,0.8761904761904762,0.9224120082815734,0.9512195121951219,0.9841269841269841,0.7131782945736435,0.5542168674698795,1.0,1.0
frozen_backbone,3,OK,,0.9439259130574643,0.9469019040057292,0.6925632683353742,0.7535070140280561,0.7293937236337926,0.7535070140280561,0.6883606078779984,0.9629727802443755,0.574915307079384,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_3,33924,512933,0.06613729278482765,0.9317507418397626,0.9344262295081968,0.7579617834394905,0.8814814814814815,0.8351648351648352,0.951098901098901,0.9546165884194053,0.9506172839506173,0.7796610169491526,0.711340206185567,0.972636815920398,0.9737908396163513,0.9243557772236076,0.9358974358974359,0.8287841191066998,0.907608695652174,0.834920634920635,0.9270013802622499,0.9649805447470817,0.9666666666666667,0.40384615384615385,0.25301204819277107,1.0,1.0
frozen_backbone,4,OK,,0.9433923052389934,0.9309452512419762,0.6954931861685983,0.7454909819639278,0.7249734578536515,0.7454909819639278,0.6905839754255829,0.9613508714606467,0.5664287463935439,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_4,33924,512933,0.06613729278482765,0.9333333333333333,0.9306122448979591,0.8026315789473685,0.9037037037037037,0.8708791208791209,0.9626984126984127,0.946875,0.8987341772151899,0.7526881720430108,0.7216494845360825,0.9527363184079602,0.9717905318766991,0.9289340101522843,0.910828025477707,0.7780548628428927,0.8478260869565217,0.8063492063492064,0.9110593512767425,0.9644268774703557,0.9836065573770492,0.4485981308411215,0.2891566265060241,1.0,0.9998551899907322
frozen_backbone,5,OK,,0.9596395130886166,0.9505862427452324,0.7278531532407702,0.7675350701402806,0.7531965757152058,0.7675350701402806,0.7144634304437232,0.9641095448421575,0.5323291486633087,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_5,33924,512933,0.06613729278482765,0.9390962671905697,0.9477911646586346,0.7792207792207793,0.8888888888888888,0.8543956043956044,0.9602564102564102,0.9654088050314465,0.922077922077922,0.7821229050279329,0.7216494845360825,0.9701492537313433,0.9751500230804739,0.9420529801324503,0.932475884244373,0.8190954773869347,0.8858695652173914,0.8380952380952381,0.921031746031746,0.992,1.0,0.5309734513274337,0.3614457831325301,1.0,1.0
