rank,strategy,fold,status,error,train_main_macro_f1,val_main_macro_f1,test_main_macro_f1,test_main_micro_f1,test_main_weighted_f1,test_accuracy,test_balanced_accuracy,test_macro_auc,test_loss,checkpoint_path,output_dir,trainable_params,total_params,trainable_ratio,train_f1_NORM,val_f1_NORM,test_f1_NORM,test_sensitivity_NORM,test_specificity_NORM,test_auc_NORM,train_f1_AMI,val_f1_AMI,test_f1_AMI,test_sensitivity_AMI,test_specificity_AMI,test_auc_AMI,train_f1_IMI,val_f1_IMI,test_f1_IMI,test_sensitivity_IMI,test_specificity_IMI,test_auc_IMI,train_f1_LMI,val_f1_LMI,test_f1_LMI,test_sensitivity_LMI,test_specificity_LMI,test_auc_LMI
11,partial_finetune,5,OK,,0.9962198133599296,0.986688850348556,0.8688221238277101,0.8597194388777555,0.8586038926719722,0.8597194388777555,0.8630831508713274,0.9768147578246288,0.4641410106109951,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/partial_finetune/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/partial_finetune/fold_5,448773,512933,0.8749154372988285,0.992992992992993,0.9763779527559056,0.8943661971830986,0.9407407407407408,0.9395604395604396,0.9845746845746846,0.9984544049459042,0.9937888198757764,0.7821229050279329,0.7216494845360825,0.9701492537313432,0.9730984253987792,0.993431855500821,0.9765886287625418,0.8172043010752689,0.8260869565217391,0.8857142857142857,0.9495859213250516,1.0,1.0,0.98159509202454,0.963855421686747,1.0,1.0
12,full_finetune,4,OK,,1.0,1.0,0.8374465827594211,0.845691382765531,0.8438733283414203,0.845691382765531,0.8253769660543664,0.9806359756268008,0.5093908409078518,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/full_finetune/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/full_finetune/fold_4,512933,512933,1.0,1.0,1.0,0.87248322147651,0.9629629629629628,0.9093406593406592,0.9862840862840864,1.0,1.0,0.7333333333333333,0.6804123711340206,0.9577114427860696,0.9689695850643688,1.0,1.0,0.8655913978494624,0.875,0.9142857142857144,0.9677536231884056,1.0,1.0,0.8783783783783784,0.7831325301204819,1.0,0.9995366079703428
13,partial_finetune,1,OK,,0.9956260593457672,0.990894507777471,0.8308787709445604,0.8256513026052105,0.8264185008542143,0.8256513026052105,0.8100496962700146,0.9775484879981412,0.4892911385438724,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/partial_finetune/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/partial_finetune/fold_1,448773,512933,0.8749154372988285,0.9930348258706468,0.9800796812749004,0.901818181818182,0.9185185185185184,0.956043956043956,0.9911680911680912,0.9969135802469136,1.0,0.7613636363636364,0.6907216494845361,0.9701492537313432,0.976278401805406,0.9925558312655088,0.9834983498349836,0.7819548872180451,0.8478260869565217,0.8126984126984127,0.9428053830227744,1.0,1.0,0.8783783783783784,0.7831325301204819,1.0,0.9999420759962928
14,full_finetune,1,OK,,1.0,1.0,0.8236127928162891,0.8416833667334669,0.8372553370817108,0.8416833667334669,0.8056328931443688,0.987743095966602,0.4144136861474337,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/full_finetune/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/full_finetune/fold_1,512933,512933,1.0,1.0,1.0,0.8775510204081632,0.9555555555555556,0.9175824175824177,0.992002442002442,1.0,1.0,0.7457627118644068,0.6804123711340206,0.965174129353234,0.97853515925527,1.0,1.0,0.8740359897172236,0.9239130434782608,0.8888888888888888,0.9804347826086957,1.0,1.0,0.7971014492753623,0.6626506024096386,1.0,1.0
15,frozen_backbone,2,OK,,0.9329886550974804,0.9392389780968056,0.7681517989809395,0.7855711422845691,0.7815796959835402,0.7855711422845691,0.752913020426744,0.963496480313156,0.5196845365430645,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_2,33924,512933,0.0661372927848276,0.9191321499013808,0.9090909090909092,0.8052805280528053,0.9037037037037036,0.8736263736263736,0.9603988603988604,0.937888198757764,0.95,0.7340425531914894,0.711340206185567,0.945273631840796,0.9711750525721906,0.9237147595356552,0.9137380191693292,0.8201058201058201,0.842391304347826,0.8761904761904762,0.9224120082815734,0.951219512195122,0.984126984126984,0.7131782945736435,0.5542168674698795,1.0,1.0
16,no_pretrain,2,OK,,0.99817951793372,0.9976275328377966,0.7574494980275124,0.7775551102204409,0.7763908282434729,0.7775551102204409,0.7390946574284587,0.9784087193963482,0.7606734720642916,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_2,512933,512933,1.0,0.9960238568588468,1.0,0.7479224376731302,1.0,0.75,0.9945461945461946,1.0,0.9937888198757764,0.7784431137724551,0.6701030927835051,0.9875621890547264,0.9581217623224084,0.996694214876033,0.99672131147541,0.8530259365994236,0.8043478260869565,0.9523809523809524,0.961024844720497,1.0,1.0,0.6504065040650406,0.4819277108433735,1.0,0.9999420759962928
17,frozen_backbone,5,OK,,0.9596395130886166,0.9505862427452324,0.7278531532407702,0.7675350701402806,0.7531965757152058,0.7675350701402806,0.7144634304437232,0.9641095448421576,0.5323291486633087,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_5,33924,512933,0.0661372927848276,0.9390962671905696,0.9477911646586346,0.7792207792207793,0.8888888888888888,0.8543956043956044,0.9602564102564102,0.9654088050314464,0.922077922077922,0.7821229050279329,0.7216494845360825,0.9701492537313432,0.975150023080474,0.9420529801324504,0.932475884244373,0.8190954773869347,0.8858695652173914,0.8380952380952381,0.921031746031746,0.992,1.0,0.5309734513274337,0.3614457831325301,1.0,1.0
18,frozen_backbone,4,OK,,0.9433923052389934,0.9309452512419762,0.6954931861685983,0.7454909819639278,0.7249734578536515,0.7454909819639278,0.6905839754255829,0.9613508714606468,0.5664287463935439,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_4,33924,512933,0.0661372927848276,0.9333333333333332,0.9306122448979592,0.8026315789473685,0.9037037037037036,0.8708791208791209,0.9626984126984128,0.946875,0.8987341772151899,0.7526881720430108,0.7216494845360825,0.9527363184079602,0.9717905318766992,0.9289340101522844,0.910828025477707,0.7780548628428927,0.8478260869565217,0.8063492063492064,0.9110593512767424,0.9644268774703556,0.9836065573770492,0.4485981308411215,0.2891566265060241,1.0,0.9998551899907322
19,frozen_backbone,3,OK,,0.9439259130574644,0.9469019040057292,0.6925632683353742,0.7535070140280561,0.7293937236337926,0.7535070140280561,0.6883606078779984,0.9629727802443756,0.574915307079384,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_3,33924,512933,0.0661372927848276,0.9317507418397626,0.9344262295081968,0.7579617834394905,0.8814814814814815,0.8351648351648352,0.951098901098901,0.9546165884194052,0.9506172839506172,0.7796610169491526,0.711340206185567,0.972636815920398,0.9737908396163512,0.9243557772236076,0.935897435897436,0.8287841191066998,0.907608695652174,0.834920634920635,0.92700138026225,0.9649805447470816,0.9666666666666668,0.4038461538461538,0.253012048192771,1.0,1.0
20,frozen_backbone,1,OK,,0.9428891422366534,0.9717387304583384,0.6617574085481901,0.7414829659318637,0.7084442790518339,0.7414829659318637,0.6713330587152634,0.961633440903673,0.5993491585603458,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/frozen_backbone/fold_1,33924,512933,0.0661372927848276,0.9286412512218964,0.9635627530364372,0.7416413373860182,0.9037037037037036,0.8021978021978022,0.9505291005291006,0.9491525423728814,0.9685534591194968,0.7821229050279329,0.7216494845360825,0.9701492537313432,0.9732266502538852,0.9216512215669757,0.9548387096774194,0.8346055979643766,0.8913043478260869,0.8571428571428571,0.9230676328502416,0.9721115537848606,1.0,0.2886597938144329,0.1686746987951807,1.0,0.9997103799814644
