rank,strategy,fold,status,error,train_main_macro_f1,val_main_macro_f1,test_main_macro_f1,test_main_micro_f1,test_main_weighted_f1,test_accuracy,test_balanced_accuracy,test_macro_auc,test_loss,checkpoint_path,output_dir,trainable_params,total_params,trainable_ratio,train_f1_NORM,val_f1_NORM,test_f1_NORM,test_sensitivity_NORM,test_specificity_NORM,test_auc_NORM,train_f1_AMI,val_f1_AMI,test_f1_AMI,test_sensitivity_AMI,test_specificity_AMI,test_auc_AMI,train_f1_IMI,val_f1_IMI,test_f1_IMI,test_sensitivity_IMI,test_specificity_IMI,test_auc_IMI,train_f1_LMI,val_f1_LMI,test_f1_LMI,test_sensitivity_LMI,test_specificity_LMI,test_auc_LMI
1,no_pretrain,5,OK,,0.998633465300132,0.9908676100172756,0.9210501030164882,0.9178356713426854,0.9165370452839604,0.9178356713426854,0.9086640063416171,0.984130871612976,0.3374405902397925,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_5,512933,512933,1.0,0.997002997002997,0.979757085020243,0.9477611940298508,0.9407407407407408,0.9835164835164836,0.9978021978021978,1.0,1.0,0.8402366863905325,0.7319587628865979,0.9975124378109452,0.9561470995537776,0.9975308641975308,0.98371335504886,0.8962025316455696,0.9619565217391304,0.8920634920634921,0.9825741890959282,1.0,1.0,1.0,1.0,1.0,1.0
2,full_finetune,2,OK,,0.9987467316924727,0.9981763118045954,0.9181050759128296,0.9158316633266532,0.915877474660114,0.9158316633266532,0.9217250195062836,0.987520403285705,0.3314768498836231,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/full_finetune/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/full_finetune/fold_2,512933,512933,1.0,0.9990029910269193,0.9959839357429718,0.9745454545454544,0.9925925925925926,0.9835164835164836,0.9996743996743996,1.0,1.0,0.8040201005025126,0.8247422680412371,0.945273631840796,0.9781504846899524,1.0,0.99672131147541,0.8938547486033519,0.8695652173913043,0.9555555555555556,0.972256728778468,0.9959839357429718,1.0,1.0,1.0,1.0,1.0
3,partial_finetune,2,OK,,0.9975855925243972,0.985613143835714,0.9084752528228376,0.9078156312625252,0.9068883397216224,0.9078156312625252,0.89354673662527,0.989044103653798,0.3112235191112052,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/partial_finetune/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/partial_finetune/fold_2,448773,512933,0.8749154372988285,0.996007984031936,0.983739837398374,0.946236559139785,0.9777777777777776,0.967032967032967,0.996947496947497,0.9984496124031008,0.9813664596273292,0.8488372093023255,0.7525773195876289,0.9950248756218906,0.9819459404010872,0.9958847736625516,0.9773462783171522,0.8894601542416453,0.9402173913043478,0.8984126984126984,0.977311939268461,1.0,1.0,0.9493670886075948,0.9036144578313252,1.0,0.9999710379981464
4,full_finetune,5,OK,,1.0,0.9981789015554942,0.9073628276530674,0.905811623246493,0.905142026315666,0.905811623246493,0.9005118324285738,0.991835597433574,0.3665330939719039,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/full_finetune/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/full_finetune/fold_5,512933,512933,1.0,1.0,0.99601593625498,0.9694656488549618,0.9407407407407408,1.0,0.9964387464387464,1.0,1.0,0.7845303867403315,0.7319587628865979,0.9676616915422884,0.9847925321844386,1.0,0.9966996699669968,0.8814432989690721,0.9293478260869564,0.8952380952380953,0.986111111111111,1.0,1.0,0.994011976047904,1.0,0.997596153846154,1.0
5,partial_finetune,3,OK,,0.995418629384396,1.0,0.9009856408339462,0.8957915831663327,0.8951984629157005,0.8957915831663327,0.8980426649573542,0.9855623730581082,0.3289057231678036,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/partial_finetune/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/partial_finetune/fold_3,448773,512933,0.8749154372988285,0.993006993006993,1.0,0.9390681003584228,0.9703703703703704,0.9642857142857144,0.9953601953601954,0.9984544049459042,1.0,0.8191489361702128,0.7938144329896907,0.965174129353234,0.9864338103297944,0.9942291838417148,1.0,0.8641304347826086,0.8641304347826086,0.9206349206349206,0.9604554865424432,0.9959839357429718,1.0,0.98159509202454,0.963855421686747,1.0,1.0
6,no_pretrain,4,OK,,0.9987898833586614,0.9981789015554942,0.893742245858797,0.8877755511022044,0.8897098536217438,0.8877755511022044,0.8984102628952985,0.9669687916910316,0.6724211475578602,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_4,512933,512933,1.0,1.0,0.99601593625498,0.9814126394052044,0.9777777777777776,0.9945054945054944,0.9995522995522996,1.0,1.0,0.7582938388625592,0.8247422680412371,0.9154228855721394,0.941632045955788,0.9991755976916736,0.9966996699669968,0.847457627118644,0.8152173913043478,0.9365079365079364,0.9266908212560389,0.9959839357429718,1.0,0.9878048780487804,0.9759036144578314,1.0,1.0
7,full_finetune,3,OK,,0.9989518077390804,0.9963498840396374,0.8864034363363147,0.8857715430861723,0.8855688670873987,0.8857715430861723,0.8810953610747587,0.9821079862510402,0.4482038302537434,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/full_finetune/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/full_finetune/fold_3,512933,512933,1.0,0.9990029910269193,0.9919354838709676,0.9442379182156134,0.9407407407407408,0.9807692307692308,0.9942816442816442,0.9984544049459042,1.0,0.776595744680851,0.7525773195876289,0.9552238805970148,0.9704826383546188,0.9983498349834984,0.9934640522875816,0.8677248677248677,0.8913043478260869,0.9047619047619048,0.9640441683919944,1.0,1.0,0.9570552147239264,0.9397590361445785,0.9951923076923076,0.9996234939759036
8,no_pretrain,3,OK,,0.9982915350097294,1.0,0.8856445474771448,0.8777555110220441,0.8771158588501021,0.8777555110220441,0.8839273411690489,0.9647925623108468,0.5315578689533688,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_3,512933,512933,1.0,0.99800796812749,1.0,0.9304029304029304,0.9407407407407408,0.9697802197802198,0.9965201465201464,1.0,1.0,0.776595744680851,0.7525773195876289,0.9552238805970148,0.9073447197004668,0.9991742361684558,1.0,0.8355795148247979,0.842391304347826,0.8984126984126984,0.9553053830227743,0.9959839357429718,1.0,1.0,1.0,1.0,1.0
9,partial_finetune,4,OK,,0.9994066417839028,1.0,0.8855627398239365,0.8777555110220441,0.87643495165378,0.8777555110220441,0.8820416770923527,0.9717729255666948,0.5850312543999336,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/partial_finetune/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/partial_finetune/fold_4,448773,512933,0.8749154372988285,1.0,1.0,0.9148936170212766,0.9555555555555556,0.9505494505494504,0.9871794871794872,0.9984496124031008,1.0,0.7955801104972375,0.7422680412371134,0.9701492537313432,0.9483766733343592,0.9991769547325104,1.0,0.8378378378378378,0.842391304347826,0.9015873015873016,0.951535541752933,1.0,1.0,0.993939393939394,0.9879518072289156,1.0,1.0
10,no_pretrain,1,OK,,0.9990894507777472,0.9932066635234952,0.8746387193189721,0.8657314629258517,0.868634349393943,0.8657314629258517,0.8779515704633365,0.9756648760801157,0.4877696496832048,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260611_203227/transfer_strategies/no_pretrain/fold_1,512933,512933,1.0,0.99800796812749,0.992,0.9575289575289576,0.9185185185185184,1.0,0.9991859991859992,1.0,1.0,0.7238095238095238,0.7835051546391752,0.9079601990049752,0.94665846027594,0.9983498349834984,0.9966996699669968,0.8232044198895028,0.8097826086956522,0.907936507936508,0.9568150448585232,1.0,0.984126984126984,0.994011976047904,1.0,0.997596153846154,1.0
