split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.6101713277202874,0.6265306122448979,0.5997200996046949,0.6400370283556749,0.855971410718845,0.6265306122448979,0.8162817519538257
test,0.5407547512841131,0.6351084812623274,0.6009495840603291,0.55843921165651,0.7775586358843396,0.6351084812623274,0.9477929641038944
