split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9998725580883675,0.9998170173833486,0.99981701096884,0.9998170173833486,0.0024113094426779615
test,0.7381658392372359,0.7169163116668957,0.7109612013641802,0.7169163116668957,2.388109910142726
