split,label,internal_label,f1_score
val,NORM,Normal,0.9919354838709677
val,AMI,Anterior,1.0
val,IMI,Inferior,0.9934640522875817
val,LMI,Lateral,1.0
test,NORM,Normal,0.9442379182156134
test,AMI,Anterior,0.776595744680851
test,IMI,Inferior,0.8677248677248677
test,LMI,Lateral,0.9570552147239264
