split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_LMI,sensitivity_LMI,specificity_LMI,auc_LMI,macro_auc,loss
val,0.7321428571428571,0.7605992509363295,0.7530696556718678,0.7321428571428571,0.7296275632389041,0.6506024096385542,0.72,0.7516778523489933,0.8205816554809843,0.9836065573770492,1.0,0.9878048780487805,0.9997967479674796,0.625,0.5617977528089888,0.8444444444444444,0.8172284644194756,0.0,0.0,1.0,,0.8792022892893131,0.6526298863547189
test,0.6933867735470942,0.6245438849876322,0.5921805952440526,0.6933867735470942,0.6394730095225177,0.8278388278388278,0.837037037037037,0.9313186813186813,0.9607448107448108,0.8756756756756757,0.8350515463917526,0.9825870646766169,0.9695594193978561,0.6652078774617067,0.8260869565217391,0.6158730158730159,0.7296583850931677,0.0,0.0,1.0,0.9337928637627433,0.8984388697496444,1.296561303262959
