model_name,status,reason,test_accuracy,test_balanced_accuracy,test_macro_f1,test_micro_f1,test_weighted_f1,test_f1_NORM,test_sensitivity_NORM,test_specificity_NORM,test_auc_NORM,test_f1_AMI,test_sensitivity_AMI,test_specificity_AMI,test_auc_AMI,test_f1_IMI,test_sensitivity_IMI,test_specificity_IMI,test_auc_IMI,test_f1_LMI,test_sensitivity_LMI,test_specificity_LMI,test_auc_LMI,test_macro_auc,output_dir,checkpoint_path
cnn1d,OK,loaded local pretrained checkpoint,0.6372745490981964,0.5834232905025152,0.5409235232308466,0.6372745490981964,0.5956714470560198,0.6142857142857143,0.9555555555555556,0.5714285714285714,0.8821530321530322,0.8135593220338984,0.7422680412371134,0.9800995024875622,0.9793301533569267,0.7358490566037735,0.6358695652173914,0.946031746031746,0.8750690131124914,0.0,0.0,1.0,0.9131719184430028,0.9124310292663633,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/cnn1d,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/cnn1d/checkpoints/best_macro_f1.pt
lstm,OK,loaded local pretrained checkpoint,0.7094188376753507,0.6657608695652174,0.6076991445350457,0.7094188376753507,0.6616917982827816,0.6585365853658537,1.0,0.6153846153846154,0.929019129019129,0.9748743718592965,1.0,0.9875621890547264,0.9997691952608093,0.7973856209150327,0.6630434782608695,1.0,0.9262422360248448,0.0,0.0,1.0,0.4326343836886006,0.821916235998346,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/lstm,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/lstm/checkpoints/best_macro_f1.pt
gru,OK,loaded local pretrained checkpoint,0.7294589178356713,0.6673938982685061,0.6079310344827586,0.7294589178356713,0.6739565071788138,0.7055702917771883,0.9851851851851852,0.7005494505494505,0.8828245828245829,0.88,0.9072164948453608,0.9626865671641791,0.959737395496743,0.8461538461538461,0.7771739130434783,0.9650793650793651,0.9513457556935818,0.0,0.0,1.0,0.8385368396663577,0.9081111434203163,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/gru,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/gru/checkpoints/best_macro_f1.pt
cnn_lstm,OK,loaded local pretrained checkpoint,0.87374749498998,0.8794710354441322,0.8751526978308908,0.87374749498998,0.873802314361711,0.8581081081081081,0.9407407407407408,0.9065934065934066,0.9880952380952381,0.8603351955307262,0.7938144329896907,0.9875621890547264,0.9366056316356363,0.8793103448275862,0.8315217391304348,0.9650793650793651,0.9214975845410629,0.9028571428571428,0.9518072289156626,0.96875,0.9932518535681186,0.9598625769600141,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/cnn_lstm,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/cnn_lstm/checkpoints/best_macro_f1.pt
hubert_ecg,OK,loaded HuBERT ECG from /home/nugee/code-program/code-thesis/hibah/myocardial-infarction-classification/model_pretrain_comparison/hubert_ecg,0.6933867735470942,0.6245438849876322,0.5921805952440526,0.6933867735470942,0.6394730095225177,0.8278388278388278,0.837037037037037,0.9313186813186813,0.9607448107448108,0.8756756756756757,0.8350515463917526,0.9825870646766169,0.9695594193978561,0.6652078774617067,0.8260869565217391,0.6158730158730159,0.7296583850931677,0.0,0.0,1.0,0.9337928637627433,0.8984388697496444,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/hubert_ecg,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/hubert_ecg/checkpoints/best_macro_f1.pt
ecg_fm,OK,loaded ECG-FM from /home/nugee/code-program/code-thesis/hibah/myocardial-infarction-classification/model_pretrain_comparison/ecg_fm/mimic_iv_ecg_physionet_pretrained.pt,0.3687374749498998,0.25,0.13469985358711567,0.3687374749498998,0.19867553555133693,0.0,0.0,1.0,0.6213064713064713,0.0,0.0,1.0,0.7065830640611377,0.5387994143484627,1.0,0.0,0.5194271911663216,0.0,0.0,1.0,0.5095429796107507,0.5892149265361704,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/ecg_fm,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_model_finetune_comparison/20260611_204740/ecg_fm/checkpoints/best_macro_f1.pt
