split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.9928287256417403,0.9918533604887984,0.9918637339686515,0.9924786992191361,0.9980413589187613,0.9918533604887984,0.059334231240868326
test,0.8824208658835988,0.8856015779092702,0.8833393306600701,0.8779828321746124,0.9740723900625945,0.8856015779092702,0.6503013993156027
