strategy,avg_test_main_macro_f1,std_test_main_macro_f1,avg_test_main_micro_f1,std_test_main_micro_f1,avg_test_main_weighted_f1,std_test_main_weighted_f1,avg_test_accuracy,std_test_accuracy,avg_test_balanced_accuracy,std_test_balanced_accuracy,avg_test_macro_auc,std_test_macro_auc,avg_test_loss,std_test_loss,best_fold_for_strategy
full_finetune,0.7916606166360765,0.01725822311212585,0.7282121753469836,0.023814287015723752,0.7304220581061294,0.02225850533306265,0.7282121753469836,0.023814287015723752,0.8003275980099207,0.021305319211943112,0.9060090489702686,0.011821299359515368,3.227451314879808,0.3404389984642373,5
partial_finetune,0.7476453022371922,0.015194800279435237,0.7151848289130136,0.020930988811831655,0.7103251050303847,0.021228082074804477,0.7151848289130136,0.020930988811831655,0.7604202874393249,0.01490860496484993,0.9137415323961399,0.009114353693184762,2.2828932800223027,0.33684762383536615,3
no_pretrain,0.7398914021527456,0.06278454953786872,0.7233200494709358,0.04328342599258592,0.724505403359359,0.04197857665294041,0.7233200494709358,0.04328342599258592,0.767918414234326,0.07645096702606749,0.8999510814944813,0.02318157964124315,2.949356391962616,0.5419756113283047,4
frozen_backbone,0.7262179803955209,0.011451983567386113,0.7560533186752783,0.006981656109940857,0.7534245997376539,0.007246881077807376,0.7560533186752783,0.006981656109940857,0.6988620343837076,0.013430313208348551,0.9001841216769932,0.004557382725188982,1.2985788075369102,0.07131864455361481,1
