,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08330185,0.083314955,0.08327554,0.083327316,0.08330032,0.08335333,0.08341815,0.083331764,0.0833364,0.08335688,0.08335296,0.083330594
AMI,0.0073094354,0.0073181475,0.0073037017,0.0073176003,0.0073103816,0.007319628,0.2356328,0.2356148,0.23532875,0.23492497,0.007310946,0.007308878
IMI,0.0060287807,0.0060305144,0.31495285,0.31553093,0.31523287,0.0060396055,0.0060387645,0.0060333894,0.0060286014,0.0060270643,0.0060282443,0.0060286117
Lateral-involved MI,0.14674394,0.14668168,0.06162029,0.061612394,0.061612826,1.00393166e-07,0.06155971,0.06151206,0.06149309,0.043568343,0.1467917,0.14680387
