,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08335985,0.08329107,0.083408415,0.08337563,0.08340813,0.08335345,0.08326617,0.083241664,0.083249375,0.08330344,0.083363295,0.083379254
AMI,0.0073403926,0.007347499,0.0073248195,0.007329619,0.0073232567,0.0073083052,0.23523735,0.23552799,0.2354665,0.23513827,0.0073238215,0.0073324055
IMI,0.006040297,0.0060430793,0.31508824,0.3153799,0.31516758,0.0060459226,0.0060445913,0.0060415845,0.0060396786,0.006036906,0.006034915,0.006037674
LMI,0.2352385,0.23526831,0.007339659,0.0073392526,0.0073419167,0.0073502576,0.007358103,0.0073590367,0.0073553603,0.0073470455,0.23548691,0.23521562
