split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.8491384729863285,0.8586118251928021,0.8603263502070658,0.8586118251928021,0.40350393732593115
test,0.8155310605092735,0.7975951903807615,0.7964883021428227,0.7975951903807615,0.5502095629194218
