,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08339869,0.08345192,0.08331564,0.083445065,0.083371095,0.08323682,0.083268374,0.08324373,0.08328041,0.08329813,0.08332562,0.08336467
AMI,2.3793652e-06,2.3791363e-06,2.3814257e-06,2.3794169e-06,2.3800735e-06,2.3841662e-06,0.24999666,0.25001156,0.24996527,0.2500074,2.3821397e-06,2.3812684e-06
IMI,6.272241e-07,6.2736626e-07,0.33327872,0.33338168,0.33333376,6.270177e-07,6.28042e-07,6.284485e-07,6.2834886e-07,6.278178e-07,6.270494e-07,6.267457e-07
Lateral-involved,0.22996615,0.23000808,0.012696982,0.0127115995,0.012701968,6.4318377e-22,0.012703035,0.012685755,0.012689538,0.0040179393,0.22988707,0.22993195
