,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08337172,0.083302185,0.083409995,0.08337628,0.08340678,0.083335094,0.08325889,0.083236486,0.08324675,0.08330189,0.08336497,0.08338909
AMI,0.0073401146,0.007347036,0.0073253983,0.007330087,0.0073239533,0.0073095188,0.23524156,0.23552673,0.2354608,0.2351385,0.0073240222,0.007332302
IMI,0.0060403296,0.0060432493,0.31508002,0.3153877,0.31516635,0.0060461652,0.006044909,0.0060419873,0.0060399617,0.0060369847,0.0060348227,0.0060375687
LMI,0.23524012,0.23528205,0.0073391655,0.0073395027,0.007341576,0.0073495246,0.0073580174,0.007358632,0.007354554,0.007346095,0.2354693,0.2352214
