split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9926997680792747,0.9897172236503856,0.9897015057232226,0.9897172236503856,0.025979229939022942
test,0.8874570052740197,0.8797595190380761,0.8787554471474478,0.8797595190380761,0.5674880113936065
