,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08330362,0.08331793,0.08333445,0.08335678,0.08333613,0.08333427,0.083330855,0.08327481,0.083240524,0.08330267,0.083429396,0.08343858
AMI,0.0073308665,0.007338285,0.0073226183,0.007335884,0.0073270015,0.0073231775,0.23543927,0.2353379,0.23535281,0.23524098,0.0073261596,0.0073250504
IMI,0.0060328417,0.0060283383,0.3153136,0.31509048,0.31527457,0.0060557104,0.006037176,0.0060313726,0.006031308,0.00603423,0.0060355538,0.0060347244
Lateral-involved,0.1467311,0.146689,0.061589357,0.06158079,0.061588965,1.00372894e-07,0.061662324,0.06164444,0.06161255,0.043586567,0.14666037,0.14665453
