split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.8597435294721505,0.8591836734693877,0.8571747103009032,0.8540525073136844,0.978993460492725,0.8591836734693877,0.39928414663489986
test,0.5705641691309151,0.6449704142011834,0.6237498646150281,0.5692051635401865,0.8838828727047072,0.6449704142011834,0.8394553981118889
