split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_Normal,sensitivity_Normal,specificity_Normal,auc_Normal,f1_Anterior,sensitivity_Anterior,specificity_Anterior,auc_Anterior,f1_Inferior,sensitivity_Inferior,specificity_Inferior,auc_Inferior,f1_Lateral,sensitivity_Lateral,specificity_Lateral,auc_Lateral,macro_auc,loss
val,0.9918367346938776,0.9903058597129633,0.9914634228872325,0.9918367346938776,0.9918338323181091,0.992,1.0,0.994535519125683,1.0,0.9875,0.9753086419753086,1.0,0.9987925986295995,0.9900990099009901,0.9933774834437086,0.9941002949852508,0.9994530074820762,0.9962546816479401,0.9925373134328358,1.0,0.999916149589133,0.9995404389252022,0.05080598626589897
test,0.8264299802761341,0.8346961604291334,0.8193171304247888,0.8264299802761341,0.8241078550776714,0.8823529411764706,0.9574468085106383,0.9180327868852459,0.9849823663915049,0.768361581920904,0.7010309278350515,0.9707317073170731,0.8422931858184561,0.8143712574850299,0.7391304347826086,0.9566563467492261,0.8805693902274869,0.8121827411167513,0.9411764705882353,0.9241706161137441,0.9240312238639531,0.9079690415753502,1.366812721982275
