,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.083297715,0.08330375,0.08329754,0.0833455,0.08331683,0.08336743,0.08340466,0.08330052,0.083308056,0.083345205,0.08336487,0.08334801
AMI,0.007305233,0.0073148776,0.0073012304,0.0073149567,0.0073068594,0.007321367,0.2356493,0.2355826,0.23532327,0.23496091,0.0073120142,0.007307352
IMI,0.006027944,0.0060287183,0.31492388,0.31554756,0.31525755,0.0060394597,0.006040188,0.0060330816,0.0060281884,0.006025242,0.0060238186,0.006024554
Lateral-involved MI,0.14673707,0.14673339,0.061596327,0.061641287,0.061620336,1.0045098e-07,0.061590534,0.06152731,0.06149481,0.043556746,0.14673752,0.1467645
