,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08329255,0.083296865,0.08329703,0.083327815,0.083307125,0.08337847,0.08340632,0.08331878,0.08333029,0.08335639,0.08335584,0.083332516
AMI,0.0073083546,0.0073171267,0.007304078,0.007317611,0.007309281,0.007323654,0.23566999,0.23556907,0.23529911,0.23496032,0.007312623,0.00730868
IMI,0.0060280836,0.0060281213,0.3149988,0.31545067,0.315284,0.0060390616,0.0060351216,0.0060316753,0.0060279225,0.0060256496,0.0060249176,0.0060258764
Lateral-involved MI,0.14671469,0.14674214,0.061568942,0.061644748,0.0616066,1.0044338e-07,0.06161685,0.061555743,0.061520632,0.04356749,0.14672352,0.14673857
