split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9469019040057292,0.9408740359897172,0.9409417882046311,0.9408740359897172,0.18065523936540118
test,0.6925632683353742,0.7535070140280561,0.7293937236337926,0.7535070140280561,0.574915307079384
