split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9843110976574083,0.9836734693877551,0.9836642857142857,0.9836734693877551,0.08038958022180868
test,0.6872438458561179,0.7357001972386588,0.7238744085440353,0.7357001972386588,1.2837799818087847
