split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.8501652871744823,0.8469387755102041,0.8447744490688383,0.8469387755102041,0.3967228444255128
test,0.5589394112231013,0.6331360946745562,0.6119185448004353,0.6331360946745562,0.8411303418275167
