split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_LMI,sensitivity_LMI,specificity_LMI,auc_LMI,macro_auc,loss
val,0.9956088992974239,0.9965939310840207,0.9966781614580602,0.9956088992974239,0.9956101956478856,0.9976798143851509,0.9962928637627433,0.9995721009841677,0.9999853269104858,0.9943052391799544,0.9943052391799544,0.9980299448384555,0.9992025539813065,0.9947275922671354,0.995777621393385,0.9954887218045113,0.9982830051906685,1.0,1.0,1.0,1.0,0.9993677215206153,0.03672356538657771
test,0.6079428335852687,0.4772928861183593,0.48471502231866714,0.6079428335852687,0.6067037631122029,0.7370390165686799,0.6786417322834646,0.9368922783603432,0.8705011991172696,0.5443004496165036,0.5930835734870317,0.8164922410682064,0.8075539994820792,0.5856643356643356,0.6001791579575992,0.6168533604887984,0.6308238879101218,0.0718562874251497,0.037267080745341616,1.0,0.5648324657232935,0.7184278880581911,2.163713220859624
