epoch,train_loss,val_loss,test_loss,train_macro_f1,val_macro_f1,test_macro_f1,train_micro_f1,val_micro_f1,test_micro_f1,AUROC_macro,AUPRC_macro,learning_rate,epoch_time,L_BCE,L_ALPA,L_territory,L_exclusive,L_consistency,val_f1_Normal,val_f1_Anterior,val_f1_Inferior,val_f1_Lateral
31,0.3829976869866702,0.49195961475372313,0.48254186717061065,0.8487459257633811,0.7835315511075122,0.7788377267796583,0.9061937990072657,0.8645566010835471,0.8586118251928021,0.9544496536254883,0.8279851078987122,0.0005,24.57203698158264,0.20689866070946059,1.1115907455484073,0.20196371773878732,0.025933149581154186,0.00048165227174952935,0.94129763130793,0.8549618320610687,0.7632398753894081,0.5746268656716418
32,0.38178612284104974,0.5021067106723786,0.4870567205398882,0.8406381093279485,0.783962448862247,0.7803668580581896,0.8992907801418439,0.8639954853273137,0.8594854396381114,0.9528728127479553,0.8252049684524536,0.0005,24.556466341018677,0.21276185723642507,1.122384175658226,0.20806843352814516,0.02252365866055091,0.00037287552731868345,0.9422585590189065,0.8493589743589743,0.775811209439528,0.5684210526315789
33,0.37498117553935156,0.47678207794825234,0.48020079330907334,0.8553937590739309,0.7868443546014722,0.7773146175134562,0.9101796407185628,0.8673938002296211,0.859608745684695,0.9562191367149353,0.8355735540390015,0.0005,24.557512283325195,0.19438848923891783,1.1120337719718616,0.1919147465378046,0.027931972096363705,0.0003645444497427282,0.9437052200614124,0.8576388888888888,0.7679083094555874,0.578125
34,0.37598295989447117,0.5066462168693543,0.4984478761778658,0.8499486288124254,0.7808099666269295,0.7737511961083292,0.9024836039135576,0.8612059158134243,0.8550185873605948,0.9541201591491699,0.8230892419815063,0.0005,24.56997060775757,0.21801358368247747,1.1122318555911381,0.21173901421328387,0.02311244191757093,0.000580986061928949,0.9408713692946058,0.8511278195488722,0.7577639751552795,0.5734767025089605
35,0.37376761546859794,0.5068159721692403,0.500291872464887,0.8580828885655115,0.7868557720570806,0.768639471362243,0.9129497953027365,0.865979381443299,0.8531428571428571,0.9536342024803162,0.8347069621086121,0.0005,24.573639154434204,0.21703309969355664,1.125063605606556,0.21020276006311178,0.02481768000870943,0.00032952926388437237,0.9417721518987342,0.8576,0.7488,0.599250936329588
36,0.3698626577148011,0.5548411655426025,0.5518161992598964,0.8509839985798604,0.785583833458634,0.7751393301299072,0.8971597889715979,0.8667820069204152,0.8609579100145138,0.9551692008972168,0.8292757272720337,0.0005,24.572021007537842,0.25916488996396464,1.1125576396783192,0.2409890815615654,0.017735667255086202,0.0003696146074313826,0.9404580152671755,0.864516129032258,0.7523809523809524,0.5849802371541502
37,0.36617639601161,0.5466406631469727,0.5579281421009658,0.8513670222687774,0.7858914324261311,0.7625991572471298,0.9045607193153504,0.8654399079930994,0.8559027777777778,0.9541158676147461,0.8256028890609741,0.0005,24.558540105819702,0.24998410822202763,1.130211407939593,0.23403571297725043,0.016974755368816357,0.000285476746284985,0.9409368635437881,0.859504132231405,0.7530864197530864,0.5900383141762452
38,0.36543137960952726,0.4987900053660075,0.4903460854276189,0.8643334458869043,0.7760399358494469,0.7779030683604324,0.9177992586670543,0.856732701693942,0.8564028776978417,0.9537866115570068,0.8332992792129517,0.0005,24.55695867538452,0.21208020516981682,1.113987758755684,0.2065875514720877,0.027228608805065353,0.00048082091961987317,0.9362795477903392,0.8448844884488449,0.742603550295858,0.5803921568627451
39,0.36500606472914315,0.5304296881357828,0.5181652197422641,0.8523462351331673,0.7770451569767569,0.7753970232963575,0.9040405832062152,0.8603988603988604,0.8662092624356775,0.9538201689720154,0.8303149938583374,0.00025,24.562793493270874,0.2382586287955443,1.1085098832845688,0.22634384067108235,0.020590201602317393,0.00040223600929797004,0.9378818737270875,0.8575899843505478,0.7446153846153846,0.5680933852140078
40,0.349858491056335,0.5211799821853638,0.5173139490364095,0.8664654389965489,0.7904655710304285,0.774526082583247,0.9149545599207892,0.863905325443787,0.8534312341146568,0.9548454284667969,0.8368619084358215,0.00025,24.593905687332153,0.2297890946889917,1.110291784008344,0.22342886372158924,0.019720951405664284,0.0003833163464150857,0.9393627954779034,0.8553654743390358,0.7564469914040115,0.6106870229007634
41,0.3449914449645306,0.5222740240097046,0.5149375838780466,0.877991748040786,0.7960634518226317,0.7776626457398483,0.9264134656883901,0.8704395288710141,0.8630490956072352,0.9558403491973877,0.8362905979156494,0.00025,24.557480096817017,0.23266624535123506,1.1047742490967114,0.22235342860221863,0.01804666679042081,0.0004531573789184525,0.9423076923076923,0.8429752066115702,0.7699386503067485,0.6290322580645161
42,0.3414233786950779,0.515925586382548,0.5121171744958077,0.8792272617836195,0.7947922093785676,0.7614593377661155,0.9282988985674178,0.8725714285714286,0.8557499283051333,0.9555599689483643,0.8364202380180359,0.00025,24.56768012046814,0.22592238957683244,1.1084695210059483,0.2185563910752535,0.019617987835469346,0.0005095531184148664,0.9414161996943454,0.8602825745682888,0.7766116941529235,0.6008583690987125
43,0.3385120681783064,0.5113091602325439,0.5097144544910944,0.8840656888943952,0.7803298980907584,0.7643015048262424,0.9291546332941134,0.8622147083685545,0.8543195934500283,0.9540890455245972,0.8298218846321106,0.00025,24.55124831199646,0.22273031435906887,1.1089713002244632,0.21517503634095192,0.022403297596611083,0.0005418920433536792,0.9377215189873418,0.8567073170731707,0.7470588235294118,0.5798319327731093
44,0.3380088639785466,0.543815025806427,0.5317062359686577,0.8711202000969707,0.7835061744604611,0.770877339056004,0.9184302882058918,0.8632236095346197,0.8567375886524823,0.9555978178977966,0.8316030502319336,0.00025,24.569262981414795,0.24697941107054552,1.111295759677887,0.2385694133117795,0.018946037394925952,0.0003980699360302727,0.9413564507904131,0.849445324881141,0.7567567567567568,0.5864661654135338
45,0.3394462700536011,0.5425343402226765,0.5339689207580285,0.8775440909029519,0.7879840735377167,0.7735359863213147,0.9193898207056102,0.864105504587156,0.8575564562825709,0.9569094181060791,0.8341541290283203,0.000125,24.54406213760376,0.24715212173759937,1.1103959952791531,0.23562510187427202,0.017346018886504073,0.0004546998928465958,0.9407484407484408,0.856687898089172,0.7574850299401198,0.5970149253731343
46,0.3255013166943118,0.5289057593345642,0.5209297256293586,0.8953533556270665,0.7880353617994317,0.7737479054183918,0.9379360465116279,0.8643187066974596,0.853580748042911,0.9547346830368042,0.8300803899765015,0.000125,24.55247926712036,0.2364889948318402,1.1087707504630089,0.22865222611775002,0.020497418707236648,0.00043974693592948216,0.9395833333333333,0.8589540412044374,0.7565891472868217,0.5970149253731343
47,0.32326372358410305,0.5429128001530965,0.5373169631945426,0.8963368383663689,0.7857851584803393,0.7663803141942112,0.9394092583231025,0.8648648648648649,0.8550014413375613,0.9550999402999878,0.8292478322982788,0.000125,24.569985389709473,0.24839267041534185,1.1075502634048462,0.2347185273344318,0.017563619340459507,0.0004157160383329028,0.9378185524974516,0.8585209003215434,0.75625,0.5905511811023622
48,0.32159502942276064,0.5442266246477763,0.5335491307492621,0.8930165393395098,0.7904827567455319,0.7755774366060977,0.9355011613364302,0.8658156028368794,0.8587666950838306,0.9556369781494141,0.8347482085227966,0.000125,24.563956022262573,0.24912162187198797,1.1095475082596142,0.2355656592796246,0.016856467933394015,0.00047766371729570284,0.9389430477167778,0.8625,0.7634730538922155,0.5970149253731343
49,0.3221309401098643,0.5495949972470602,0.5448742560786748,0.8893638727429649,0.7861627726802876,0.7695208788658666,0.9329636738465913,0.862789384528515,0.8522920203735145,0.95438152551651,0.8318158984184265,0.000125,24.547298908233643,0.2529039441918333,1.1097496673464775,0.24089187942445278,0.017630047320077818,0.0004378866081727513,0.9394250513347022,0.8611544461778471,0.7536656891495601,0.5904059040590406
50,0.32082370011859795,0.5633261968294779,0.567260570136098,0.8824705514601163,0.78384375076566,0.7752012152954063,0.9236426562837984,0.8615649183147034,0.8531024531024531,0.9546496272087097,0.8315205574035645,0.000125,24.55571746826172,0.26374810840934515,1.1107056985298793,0.24831525050103664,0.015140912456748387,0.0004617611345262655,0.9405010438413361,0.8543689320388349,0.7630402384500745,0.5774647887323944
