split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.818980099103051,0.8142857142857143,0.811722490826119,0.8142857142857143,0.425463136604854
test,0.7473206400685004,0.7514792899408284,0.7507359974087807,0.7514792899408284,0.5231306574048376
