split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_Normal,sensitivity_Normal,specificity_Normal,auc_Normal,f1_Anterior,sensitivity_Anterior,specificity_Anterior,auc_Anterior,f1_Inferior,sensitivity_Inferior,specificity_Inferior,auc_Inferior,f1_Lateral,sensitivity_Lateral,specificity_Lateral,auc_Lateral,macro_auc,loss
val,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01583132310261696
test,0.8957915831663327,0.8980426649573542,0.9009856408339462,0.8957915831663327,0.8951984629157005,0.9390681003584229,0.9703703703703703,0.9642857142857143,0.9953601953601954,0.8191489361702128,0.7938144329896907,0.9651741293532339,0.9864338103297944,0.8641304347826086,0.8641304347826086,0.9206349206349206,0.9604554865424431,0.9815950920245399,0.963855421686747,1.0,1.0,0.9855623730581082,0.3289057231678036
