,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
Normal,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336
Anterior,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.225,0.225,0.225,0.225,0.0125,0.0125
Inferior,0.01111111,0.01111111,0.29999998,0.29999998,0.29999998,0.01111111,0.01111111,0.01111111,0.01111111,0.01111111,0.01111111,0.01111111
Lateral,0.225,0.225,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.225,0.225
