epoch,train_loss,val_loss,train_macro_f1,val_macro_f1,learning_rate
1,1.653109612853028,1.5031420290470123,0.6044280366695651,0.6668311229624061,0.0001
2,0.5968302165353021,0.7828714719840458,0.8375867705830671,0.7515726899204477,0.0001
3,0.2862933309618817,0.9704642913171223,0.9228328220540536,0.7851622288193022,0.0001
4,0.1537642318842023,0.6838362871536187,0.963957799035517,0.6323084891627708,0.0001
5,0.10623625094114347,0.6879408732056618,0.9821344040819744,0.6399734505112259,0.0001
6,0.08789252119008885,0.807047037673848,0.9783892432891785,0.6371069182389937,0.0001
7,0.05294186301356138,1.0047667164887701,0.9936071105735746,0.6371069182389937,0.0001
8,0.04500469948316729,0.6809406690299511,0.9940422290414493,0.6354309405853624,0.0001
9,0.03606470835416816,0.8148707348321166,0.9951813852358491,0.6282317251683374,5e-05
10,0.029363208511021248,0.778254859149456,0.9975202281146422,0.6320221724762818,5e-05
11,0.03231791458850683,0.86003234423697,0.9953208309748863,0.6320221724762818,5e-05
12,0.021803390070102936,0.8698834909924439,0.9990368086413822,0.6320221724762818,5e-05
13,0.020279214470538983,0.7932330695912242,0.9987606954721233,0.6320221724762818,5e-05
14,0.01673482097685337,0.7551928803856883,0.9995867698670285,0.6320221724762818,5e-05
15,0.02382838274243959,0.774513386855168,0.9983473378739808,0.6267620906527869,2.5e-05
16,0.018708724788455075,0.8301061554146665,0.9991734093715474,0.6320221724762818,2.5e-05
17,0.016678252993801306,0.7857302123946803,0.9995867698670285,0.6320221724762818,2.5e-05
18,0.013929204616782277,0.8464244485699705,1.0,0.6320221724762818,2.5e-05
19,0.014207351675560307,0.7613709568977356,1.0,0.6267620906527869,2.5e-05
20,0.01569690200131993,0.8046304683334061,0.9991734093715474,0.6285354896675652,2.5e-05
21,0.015325139142399611,0.8369683036580682,0.9995867698670285,0.6267620906527869,1.25e-05
22,0.01122061109473539,0.8290538814451013,1.0,0.6267620906527869,1.25e-05
23,0.011787686990790589,0.8054262115620077,1.0,0.6267620906527869,1.25e-05
24,0.013924332448216371,0.8361397179375801,0.9995867698670285,0.6267620906527869,1.25e-05
25,0.012864232756370721,0.8371707177055734,1.0,0.6267620906527869,1.25e-05
26,0.012016320031482813,0.7831923417480928,1.0,0.6267620906527869,1.25e-05
27,0.011047676569500635,0.7848047282812851,1.0,0.6267620906527869,6.25e-06
28,0.010675745479069477,0.7722162737378052,1.0,0.6267620906527869,6.25e-06
29,0.011783847360070362,0.7328038119178798,0.9995866389241914,0.6267620906527869,6.25e-06
30,0.011512077534787876,0.8245910324954561,1.0,0.6267620906527869,6.25e-06
31,0.011970659003181512,0.7558037972609911,1.0,0.6267620906527869,6.25e-06
32,0.01117246481914853,0.7566395081978824,0.9995866389241914,0.6267620906527869,6.25e-06
33,0.010982236980872098,0.7825031935104302,0.9995866389241914,0.6285354896675652,3.125e-06
34,0.010831824139973452,0.7842649560687798,1.0,0.6267620906527869,3.125e-06
35,0.01183859715021627,0.7658823650729444,0.9995866389241914,0.6267620906527869,3.125e-06
36,0.010188417197313419,0.7951524825766683,1.0,0.6267620906527869,3.125e-06
37,0.011064914055168629,0.766660913691989,1.0,0.6267620906527869,3.125e-06
38,0.011107197390912578,0.7756108150684408,1.0,0.6267620906527869,3.125e-06
39,0.011363051844717458,0.761048364985202,0.9995867698670285,0.6267620906527869,1.5625e-06
40,0.011176838747463946,0.7983226468121367,1.0,0.6285354896675652,1.5625e-06
41,0.01104053865771654,0.7498410844377109,1.0,0.6267620906527869,1.5625e-06
42,0.00960881210170513,0.7841737340869648,1.0,0.6267620906527869,1.5625e-06
43,0.010764963734288549,0.7509703642156508,1.0,0.6267620906527869,1.5625e-06
44,0.011966929727688778,0.7923306795502347,0.9994501695084527,0.6267620906527869,1.5625e-06
45,0.009619869176991458,0.7861347975475448,1.0,0.6267620906527869,7.8125e-07
46,0.010942130553167919,0.8155999258825821,1.0,0.6267620906527869,7.8125e-07
47,0.01068966263948485,0.784205895449434,0.9995866389241914,0.6267620906527869,7.8125e-07
48,0.009087425485513239,0.811764236007418,1.0,0.6267620906527869,7.8125e-07
49,0.009403478265415098,0.7613838186620602,1.0,0.6267620906527869,7.8125e-07
50,0.011072973023320354,0.7786280436308256,1.0,0.6267620906527869,7.8125e-07
