split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_LMI,sensitivity_LMI,specificity_LMI,auc_LMI,macro_auc,loss
val,0.7946428571428571,0.7788389513108614,0.7851622288193022,0.7946428571428571,0.796175822407043,0.7653061224489796,1.0,0.6912751677852349,0.8632662192393736,0.7096774193548387,0.55,1.0,0.9409552845528455,0.8805031446540881,0.7865168539325843,1.0,0.933999167707033,0.0,0.0,1.0,,0.912740223833084,0.9704642913171223
test,0.6372745490981964,0.5834232905025152,0.5409235232308466,0.6372745490981964,0.5956714470560198,0.6142857142857143,0.9555555555555556,0.5714285714285714,0.8821530321530322,0.8135593220338984,0.7422680412371134,0.9800995024875622,0.9793301533569267,0.7358490566037735,0.6358695652173914,0.946031746031746,0.8750690131124914,0.0,0.0,1.0,0.9131719184430028,0.9124310292663633,1.303071280041773
