split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,1.0,1.0,1.0,1.0,1.0,1.0,0.004422912928180731
test,0.8807240572812123,0.8895463510848126,0.8877481954939944,0.8840150554246895,0.9806079748193792,0.8895463510848126,0.6432569931597399
