,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08332719,0.08329198,0.08337163,0.083375774,0.08337785,0.08338472,0.083307944,0.08329967,0.08329838,0.083294705,0.08331314,0.083356485
AMI,0.0073345257,0.007328925,0.007325925,0.0073217615,0.007321784,0.007311729,0.23512024,0.23551396,0.2354479,0.23531936,0.007326267,0.007328708
IMI,0.0060354215,0.0060365987,0.3150609,0.31539792,0.31520283,0.0060474533,0.0060443026,0.006039392,0.006036485,0.006032925,0.006030769,0.0060355416
LMI,0.23520249,0.23543103,0.007334079,0.0073385322,0.0073376396,0.007342901,0.007351806,0.00734518,0.007345044,0.007344506,0.2354441,0.23517999
