strategy,fold,train_main_macro_f1,val_main_macro_f1,test_main_macro_f1,test_main_micro_f1,test_main_weighted_f1,test_accuracy,test_balanced_accuracy,test_macro_auc,test_loss,trainable_params,total_params,trainable_ratio,status,checkpoint_path,output_dir,train_f1_NORM,train_f1_AMI,train_f1_IMI,train_f1_Lateral-involved MI,val_f1_NORM,val_f1_AMI,val_f1_IMI,val_f1_Lateral-involved MI,test_f1_NORM,test_f1_AMI,test_f1_IMI,test_f1_Lateral-involved MI,test_sensitivity_NORM,test_sensitivity_AMI,test_sensitivity_IMI,test_sensitivity_Lateral-involved MI,test_specificity_NORM,test_specificity_AMI,test_specificity_IMI,test_specificity_Lateral-involved MI,test_auc_NORM,test_auc_AMI,test_auc_IMI,test_auc_Lateral-involved MI
partial_finetune,1,0.9955873705436012,0.987207064469719,0.6163121797756257,0.7159763313609467,0.6767037683262505,0.7159763313609467,0.633253800413897,0.9248791921267858,1.3142454988622572,449333,513493,0.8750518507555117,OK,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/partial_finetune/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/partial_finetune/fold_1,0.9949545913218972,0.9969040247678018,0.9942291838417148,0.9962616822429906,0.99601593625498,0.9813664596273292,0.9900332225913622,0.9814126394052044,0.9419795221843004,0.8047337278106509,0.7185354691075515,0.0,0.9787234042553192,0.7010309278350515,0.8532608695652174,0.0,0.9617486338797814,0.9902439024390244,0.7027863777089783,0.9289099526066352,0.9888191295585784,0.928790545637415,0.8747980885718131,0.9071090047393364
partial_finetune,2,0.9909469298657436,0.9843110976574084,0.6872438458561179,0.7357001972386588,0.7238744085440353,0.7357001972386588,0.6742963362615042,0.9155794300877196,1.2837799818087847,449333,513493,0.8750518507555117,OK,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/partial_finetune/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/partial_finetune/fold_2,0.9899799599198396,0.9922720247295208,0.990916597853014,0.9906191369606004,0.992,0.9875,0.9801324503311258,0.9776119402985076,0.9039145907473308,0.8023952095808383,0.7383177570093458,0.3043478260869565,0.900709219858156,0.6907216494845361,0.8586956521739131,0.2470588235294117,0.96448087431694,0.9926829268292684,0.7337461300309598,0.924170616113744,0.9860675115296672,0.874528539099824,0.8878382016422129,0.9138834680791748
partial_finetune,3,0.993977524556038,0.9927202015586212,0.669913323820094,0.7140039447731755,0.7080705178502499,0.7140039447731755,0.655543320950456,0.9196987819654336,1.1946559337939502,449333,513493,0.8750518507555117,OK,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/partial_finetune/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/partial_finetune/fold_3,0.992936427850656,0.9984544049459042,0.9901477832512317,0.9943714821763602,0.992,1.0,0.9900332225913622,0.9888475836431226,0.9117647058823528,0.7261904761904762,0.7216981132075472,0.32,0.8794326241134752,0.6288659793814433,0.8315217391304348,0.2823529411764706,0.9808743169398908,0.975609756097561,0.7306501547987616,0.9028436018957346,0.9887609967833196,0.898642192607493,0.8919773859200432,0.8994145525508782
partial_finetune,4,0.9950223282755976,0.9920114607832202,0.7842618838350545,0.8047337278106509,0.8029985404657074,0.8047337278106509,0.7811774432013572,0.9329654898710544,0.9633458765771028,449333,513493,0.8750518507555117,OK,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/partial_finetune/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/partial_finetune/fold_4,0.9979879275653925,0.9953488372093025,0.9942291838417148,0.9925233644859812,0.9959839357429718,0.9938650306748468,0.9934640522875816,0.9847328244274808,0.92,0.75,0.8075880758807588,0.6594594594594595,0.9787234042553192,0.6185567010309279,0.8097826086956522,0.7176470588235294,0.9426229508196722,0.9926829268292684,0.8885448916408669,0.9075829383886256,0.9909506646513973,0.9149861704802614,0.915247678018576,0.9106774463339838
partial_finetune,5,0.9941074943271284,0.9844822655145304,0.6071921606551999,0.6942800788954635,0.6634797583992852,0.6942800788954635,0.6136704560945466,0.8948111353527165,1.904236175134572,449333,513493,0.8750518507555117,OK,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/partial_finetune/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/partial_finetune/fold_5,0.9919517102615694,0.9969135802469136,0.9950413223140496,0.9925233644859812,0.9838709677419356,0.9938650306748468,0.987012987012987,0.9731800766283524,0.9292929292929292,0.7375,0.6974595842956121,0.064516129032258,0.9787234042553192,0.6082474226804123,0.8206521739130435,0.0470588235294117,0.9508196721311476,0.9902439024390244,0.6965944272445821,0.9170616113744076,0.989284191760648,0.8908473723912498,0.8281902005653521,0.8709227766936158
full_finetune,1,0.998185602045529,0.9896945266749172,0.8211288507271068,0.8244575936883629,0.8228471282373919,0.8244575936883629,0.8320439056870543,0.9300454092144546,1.056193609914836,513493,513493,1.0,OK,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/full_finetune/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/full_finetune/fold_1,0.9969727547931384,1.0,0.9967051070840196,0.999064546304958,0.99601593625498,0.9876543209876544,0.9900332225913622,0.9850746268656716,0.8646864686468647,0.7976190476190477,0.8081395348837209,0.8140703517587939,0.9290780141843972,0.6907216494845361,0.7554347826086957,0.9529411764705882,0.9153005464480874,0.9902439024390244,0.934984520123839,0.9218009478672986,0.982308258729605,0.9022630123208448,0.908651904697806,0.9269584611095624
full_finetune,2,1.0,0.9914634228872324,0.8193171304247888,0.8264299802761341,0.8241078550776714,0.8264299802761341,0.8346961604291334,0.9079690415753502,1.366812721982275,513493,513493,1.0,OK,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/full_finetune/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/full_finetune/fold_2,1.0,1.0,1.0,1.0,0.992,0.9875,0.99009900990099,0.99625468164794,0.8823529411764706,0.768361581920904,0.8143712574850299,0.8121827411167513,0.9574468085106383,0.7010309278350515,0.7391304347826086,0.9411764705882352,0.918032786885246,0.9707317073170731,0.956656346749226,0.924170616113744,0.9849823663915048,0.8422931858184561,0.8805693902274869,0.9240312238639532
full_finetune,3,0.9986617711383932,0.9912199914041876,0.8238882870851372,0.8303747534516766,0.8280278993531054,0.8303747534516766,0.8397498053838777,0.920237240022266,1.2428518028184037,513493,513493,1.0,OK,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/full_finetune/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/full_finetune/fold_3,0.998992950654582,1.0,0.9975267930750206,0.99812734082397,1.0,1.0,0.9836065573770492,0.9812734082397004,0.8956228956228957,0.7640449438202247,0.8117647058823529,0.8241206030150754,0.9432624113475178,0.7010309278350515,0.75,0.9647058823529412,0.9371584699453552,0.9682926829268292,0.9442724458204336,0.924170616113744,0.9840522419873656,0.8722403821976364,0.898589985193162,0.9260663507109004
full_finetune,4,0.9989487791499232,0.996472073677956,0.8310865307335208,0.8382642998027613,0.8362462319531503,0.8382642998027613,0.844016461167375,0.9250144496149444,1.1892713804451909,513493,513493,1.0,OK,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/full_finetune/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/full_finetune/fold_4,0.998992950654582,0.9984496124031008,0.99835255354201,1.0,1.0,1.0,0.9934640522875816,0.9924242424242424,0.9084745762711864,0.7727272727272727,0.8208092485549133,0.8223350253807107,0.950354609929078,0.7010309278350515,0.7717391304347826,0.9529411764705882,0.9453551912568308,0.973170731707317,0.9380804953560372,0.9265402843601896,0.9874626981358756,0.894593915011315,0.8904293983039441,0.9275717870086424
full_finetune,5,0.9981773789056452,0.9906011131680976,0.8411322160564808,0.8461538461538461,0.8436700295736945,0.8461538461538461,0.8558561022041784,0.9306128948732844,1.1284812921603051,513493,513493,1.0,OK,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/full_finetune/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260614_133136/transfer_strategies/full_finetune/fold_5,0.9979879275653925,1.0,0.9975227085053676,0.9971988795518208,0.9879518072289156,1.0,0.9934640522875816,0.9809885931558936,0.887459807073955,0.8047337278106509,0.8323353293413174,0.84,0.9787234042553192,0.7010309278350515,0.7554347826086957,0.9882352941176472,0.912568306010929,0.9902439024390244,0.9659442724458204,0.9265402843601896,0.9862419098554432,0.9115665074176516,0.8944508009153318,0.9301923613047114
