strategy,fold,train_f1_NORM,train_f1_AMI,train_f1_IMI,train_f1_Lateral-involved MI,val_f1_NORM,val_f1_AMI,val_f1_IMI,val_f1_Lateral-involved MI,test_f1_NORM,test_f1_AMI,test_f1_IMI,test_f1_Lateral-involved MI,test_sensitivity_NORM,test_sensitivity_AMI,test_sensitivity_IMI,test_sensitivity_Lateral-involved MI,test_specificity_NORM,test_specificity_AMI,test_specificity_IMI,test_specificity_Lateral-involved MI,test_auc_NORM,test_auc_AMI,test_auc_IMI,test_auc_Lateral-involved MI
no_pretrain,1,0.9959758551307848,0.9984496124031008,0.9933993399339934,0.9953227315247896,0.9802371541501976,0.98159509202454,0.9666666666666668,0.9699248120300752,0.8821292775665399,0.7816091954022989,0.802784222737819,0.726027397260274,0.8226950354609929,0.7010309278350515,0.9402173913043478,0.6235294117647059,0.9836065573770492,0.9780487804878047,0.7708978328173375,0.981042654028436,0.9895361004534357,0.9352527030424944,0.9437171893929196,0.976777251184834
no_pretrain,2,0.9949545913218972,0.9984544049459042,0.993431855500821,0.9962476547842402,0.9959839357429718,0.9759036144578314,0.9801324503311258,0.9657794676806084,0.8247422680412371,0.8520710059171598,0.6919431279620853,0.2575757575757575,0.851063829787234,0.7422680412371134,0.7934782608695652,0.2,0.918032786885246,1.0,0.7151702786377709,0.9289099526066352,0.9652753555788088,0.9705054060849888,0.885920043074438,0.9276275439085586
no_pretrain,3,0.9919678714859438,0.9969040247678018,0.990916597853014,0.9953227315247896,0.9959839357429718,0.9937888198757764,0.993421052631579,0.9849624060150376,0.9491525423728814,0.905027932960894,0.7722772277227723,0.4558823529411764,0.9929078014184396,0.8350515463917526,0.8478260869565217,0.3647058823529411,0.9617486338797814,0.997560975609756,0.8018575851393189,0.95260663507109,0.9914544820369724,0.9958259994971084,0.902729169470992,0.9463897407304154
no_pretrain,4,0.998992950654582,0.9984496124031008,0.9933993399339934,0.9925373134328358,0.9877551020408164,1.0,0.990228013029316,1.0,0.8446215139442231,0.8143712574850299,0.801980198019802,0.6145833333333334,0.75177304964539,0.7010309278350515,0.8804347826086957,0.6941176470588235,0.989071038251366,0.9951219512195122,0.8204334365325078,0.8862559241706162,0.955024609541526,0.9528036208197134,0.91211805088168,0.8968218567047672
no_pretrain,5,0.9819277108433736,0.9754601226993864,0.9752475247524752,0.975517890772128,0.9641434262948207,0.9876543209876544,0.9615384615384616,0.9568627450980391,0.898360655737705,0.8685714285714285,0.7548076923076923,0.4406779661016949,0.9716312056737588,0.7835051546391752,0.8532608695652174,0.3058823529411765,0.9262295081967212,0.9951219512195122,0.7678018575851393,0.9834123222748816,0.9856605821028562,0.9891626854412874,0.9329485798896218,0.9739057708391414
frozen_backbone,1,0.9099901088031652,0.8875192604006163,0.8652138821630347,0.8423114593535749,0.9606299212598424,0.891566265060241,0.8802395209580839,0.7894736842105263,0.8732394366197183,0.7236842105263158,0.6771300448430493,0.0,0.8794326241134752,0.5670103092783505,0.8206521739130435,0.0,0.9480874316939892,1.0,0.6563467492260062,0.8886255924170616,0.9733170561562609,0.9716369122454112,0.8464631848162607,0.7326456649010316
frozen_backbone,2,0.9128305582762,0.8922610015174507,0.8738664468260511,0.8318756073858115,0.9387755102040816,0.8780487804878049,0.8338368580060423,0.75,0.8378378378378378,0.7483870967741936,0.6495327102803738,0.0,0.8794326241134752,0.5979381443298969,0.7554347826086957,0.0,0.9153005464480874,1.0,0.6749226006191951,0.8815165876777251,0.971786226407782,0.9680412371134022,0.8604960290752457,0.7468357959297462
frozen_backbone,3,0.9212598425196852,0.8845577211394303,0.8768718801996672,0.8428158148505304,0.9016393442622952,0.8024691358024691,0.8731563421828908,0.7404255319148936,0.8552188552188552,0.779874213836478,0.6588785046728972,0.0,0.900709219858156,0.6391752577319587,0.7663043478260869,0.0,0.9207650273224044,1.0,0.6811145510835913,0.8933649289099526,0.9628144014261908,0.965451345235102,0.8584600888410285,0.7623362141064955
frozen_backbone,4,0.9191321499013808,0.8821752265861027,0.8648648648648649,0.817560975609756,0.9262295081967212,0.8717948717948718,0.8579710144927536,0.7829787234042553,0.8650519031141869,0.7643312101910829,0.6528735632183909,0.0,0.8865248226950354,0.6185567010309279,0.7717391304347826,0.0,0.9371584699453552,1.0,0.6625386996904025,0.8862559241706162,0.9715149401232416,0.9685189841589138,0.8496096379055054,0.7458879286311682
frozen_backbone,5,0.9151219512195122,0.8678678678678678,0.8649093904448105,0.839724680432645,0.9121338912133892,0.8536585365853658,0.8531073446327684,0.7623318385650224,0.8646864686468647,0.7875,0.6793349168646081,0.0,0.9290780141843972,0.6494845360824743,0.7771739130434783,0.0,0.9153005464480874,1.0,0.7089783281733746,0.8933649289099526,0.9732201681974963,0.974453105355796,0.8712141607214968,0.7282687482575969
partial_finetune,1,0.9949545913218972,0.9969040247678018,0.9942291838417148,0.9962616822429906,0.99601593625498,0.9813664596273292,0.9900332225913622,0.9814126394052044,0.9419795221843004,0.8047337278106509,0.7185354691075515,0.0,0.9787234042553192,0.7010309278350515,0.8532608695652174,0.0,0.9617486338797814,0.9902439024390244,0.7027863777089783,0.9289099526066352,0.9888191295585784,0.928790545637415,0.8747980885718131,0.9071090047393364
partial_finetune,2,0.9899799599198396,0.9922720247295208,0.990916597853014,0.9906191369606004,0.992,0.9875,0.9801324503311258,0.9776119402985076,0.9039145907473308,0.8023952095808383,0.7383177570093458,0.3043478260869565,0.900709219858156,0.6907216494845361,0.8586956521739131,0.2470588235294117,0.96448087431694,0.9926829268292684,0.7337461300309598,0.924170616113744,0.9860675115296672,0.874528539099824,0.8878382016422129,0.9138834680791748
partial_finetune,3,0.992936427850656,0.9984544049459042,0.9901477832512317,0.9943714821763602,0.992,1.0,0.9900332225913622,0.9888475836431226,0.9117647058823528,0.7261904761904762,0.7216981132075472,0.32,0.8794326241134752,0.6288659793814433,0.8315217391304348,0.2823529411764706,0.9808743169398908,0.975609756097561,0.7306501547987616,0.9028436018957346,0.9887609967833196,0.898642192607493,0.8919773859200432,0.8994145525508782
partial_finetune,4,0.9979879275653925,0.9953488372093025,0.9942291838417148,0.9925233644859812,0.9959839357429718,0.9938650306748468,0.9934640522875816,0.9847328244274808,0.92,0.75,0.8075880758807588,0.6594594594594595,0.9787234042553192,0.6185567010309279,0.8097826086956522,0.7176470588235294,0.9426229508196722,0.9926829268292684,0.8885448916408669,0.9075829383886256,0.9909506646513973,0.9149861704802614,0.915247678018576,0.9106774463339838
partial_finetune,5,0.9919517102615694,0.9969135802469136,0.9950413223140496,0.9925233644859812,0.9838709677419356,0.9938650306748468,0.987012987012987,0.9731800766283524,0.9292929292929292,0.7375,0.6974595842956121,0.064516129032258,0.9787234042553192,0.6082474226804123,0.8206521739130435,0.0470588235294117,0.9508196721311476,0.9902439024390244,0.6965944272445821,0.9170616113744076,0.989284191760648,0.8908473723912498,0.8281902005653521,0.8709227766936158
full_finetune,1,0.9969727547931384,1.0,0.9967051070840196,0.999064546304958,0.99601593625498,0.9876543209876544,0.9900332225913622,0.9850746268656716,0.8646864686468647,0.7976190476190477,0.8081395348837209,0.8140703517587939,0.9290780141843972,0.6907216494845361,0.7554347826086957,0.9529411764705882,0.9153005464480874,0.9902439024390244,0.934984520123839,0.9218009478672986,0.982308258729605,0.9022630123208448,0.908651904697806,0.9269584611095624
full_finetune,2,1.0,1.0,1.0,1.0,0.992,0.9875,0.99009900990099,0.99625468164794,0.8823529411764706,0.768361581920904,0.8143712574850299,0.8121827411167513,0.9574468085106383,0.7010309278350515,0.7391304347826086,0.9411764705882352,0.918032786885246,0.9707317073170731,0.956656346749226,0.924170616113744,0.9849823663915048,0.8422931858184561,0.8805693902274869,0.9240312238639532
full_finetune,3,0.998992950654582,1.0,0.9975267930750206,0.99812734082397,1.0,1.0,0.9836065573770492,0.9812734082397004,0.8956228956228957,0.7640449438202247,0.8117647058823529,0.8241206030150754,0.9432624113475178,0.7010309278350515,0.75,0.9647058823529412,0.9371584699453552,0.9682926829268292,0.9442724458204336,0.924170616113744,0.9840522419873656,0.8722403821976364,0.898589985193162,0.9260663507109004
full_finetune,4,0.998992950654582,0.9984496124031008,0.99835255354201,1.0,1.0,1.0,0.9934640522875816,0.9924242424242424,0.9084745762711864,0.7727272727272727,0.8208092485549133,0.8223350253807107,0.950354609929078,0.7010309278350515,0.7717391304347826,0.9529411764705882,0.9453551912568308,0.973170731707317,0.9380804953560372,0.9265402843601896,0.9874626981358756,0.894593915011315,0.8904293983039441,0.9275717870086424
full_finetune,5,0.9979879275653925,1.0,0.9975227085053676,0.9971988795518208,0.9879518072289156,1.0,0.9934640522875816,0.9809885931558936,0.887459807073955,0.8047337278106509,0.8323353293413174,0.84,0.9787234042553192,0.7010309278350515,0.7554347826086957,0.9882352941176472,0.912568306010929,0.9902439024390244,0.9659442724458204,0.9265402843601896,0.9862419098554432,0.9115665074176516,0.8944508009153318,0.9301923613047114
