split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9958155726572422,0.9970717423133236,0.9970719197253572,0.9970717423133236,0.013435117128246504
test,0.7240577076115354,0.749622097018002,0.746223823001668,0.749622097018002,1.2054710860594784
